,Comentario
3565,Otro de los sitios obligados en Monterrey. Excelente museo con exposiciones cambiantes. Vale muchas la pena. Tiene estacionamiento gratuito. Y está en la zona céntrica.
3566,"¡Ideal para una boda inolvidable, excelente servicio y calidad!"
3567,"Si te gusta el arte moderno este es el lugar siempre tiene muy buena exposiciones de artistas de talla nacional e internacional , el diseño del edificio tanto interior como exterior es muy bonito"
3568,"Un lugar cultural muy interesante, exposiciones variadas. Resulta muy entretenido el recorrido. Un lugar al que volvería a visitar sin duda."
3569,"Si se quiere saber de arte contemporaneo es el mejor lugar, los cursos que ofrecen te adentran en este tipo de arte. Ademas  sus exposiciones son de caracter mundial. Bien por los dirigentes."
3570,"Siempre tienen eventos que valen la pena, para todo tipo de personalidades y gustos. Uno de los mejores museos de la region sin duda"
3571,"Buen museo, amplio estacionamiento.
Cierran temprano la taquilla, creo que al rededor de las 5 pm
Lo mantienen en constante actualización con obras temporales"
3572,"La exposicion de Leonora Carrington salvo la visita, esta super bien curada, fantastica, de resto el museo muy malo, quiza por la fecha que fue la semana de navidad"
3573,"Muy buenas exposiciones, los guardias pueden llegar a ser molestos llegando al punto de sentirte acosado y seguirte un buen rato, el snack es bueno."
3574,Excelente lugar para pasar la tarde!
3575,"Padrísimo museo, arquitectonicamente es maravilloso, sus espacios son muy emotivos y su fuente central es para quedarse horas contemplando.

Lástima que no todas las obras estén a la altura del museo."
3576,Es muy interesante ver las exposiciones y el personal se porta muy bien
3577,Un lugar hermoso con muy buenas exposiciones y un ambiente lleno de tranquilidad 💖
3578,"Genial, arquitectura y exposiciones."
3579,"Muy padre, limpio, buen servicio"
3580,"Excelentes las actividades para niños los sábados, a mi hija le encanta y las exposiciones a nosotros"
3581,"Todo muy bien , muy ordenado y limpio"
3582,"Muy buen lugar para visitar estando en la ciudad, te cobran $90 la entrada pero vale la pena."
3583,"Excelente, un museo de primer mundo, a nivel del arte de nuestros tiempos, con un magnífico auditorio, cómodo y muy buena acústica, se los recomiendo."
3584,"Un lugar ecléctico para apreciar el arte abstracto, el lugar es muy art novo"
3585,Gran museo para los amantes del arte contemporáneo
3586,"mucho que ver, bastante interesante, sin embargo si lo tullo no es el arte contemporáneo pues  no te pases, pregunta siempre que se esta exhibiendo porque  de eso depende mucho tu entretenimiento."
3587,Muy buenas exposiciones y contenido culto. El restaurante es delicioso y excelente ayuda por el personal para movilidad de personas discapacitadas.
3588,"Muy buenas exposiciones, anímense  a ir , hay dos días en que es gratis, por si no quieren pagar, después de ello se convencen."
3589,"El museo siempre está al día en exposiciones. Lo de Scorsese simplemente genial. Independiemtemente de las exposiciones, la arquitectura del museo lo hace una visita obligada en la ciudad de Monterrey."
3590,"Este museo lo dice esta dedicado a la exposición de los trabajos de los artistas contemporáneos, tiene un ambiente tranquilo y relajado para disfrutar del lugar"
3591,"Buen museo, depende de la exposición pero en general interesante. Aprox 100 pesos la entrada, hacen descuento para estudiantes."
3592,"Es un buen lugar para turistear y para el local también, ya que puede pasar un buen rato interesante y satisfactorio con pareja o amigos además de las lindas fotos y post que no pueden faltar para Twitter o Facebook"
3593,Uno de los lugares más hermosos de Monterrey!
3594,"Muy buenas exposiciones y está muy lindo el lugar, se disfruta mucho caminar x las salas"
3595,"Extensas salas de exposición, bello por fuera aunque ya le falta su mantenimiento interior que ya se le ven los años. Ojalá le hablen a Legorreta para que les de sus sugerencias"
3596,"Están muy interesantes las exposiciones, y hay un día que es gratis la entrada, solo es importante no acercarse mucho a los cuadros."
3597,"Una visita obligada si su gusto es la cultura y el arte. Hoy día, como museo y como arquitectura, uno de los mejores de Monterrey y, quizá, de México."
3598,"El mejor restaurante para mi gusto. Buffet de comida mexicana. El servicio excelente, comida deliciosa y el ambiente tranquilo y elegante. Que mas puedo pedir... Siempre vamos aquí a celebrar ocasiones especiales con la familia."
3599,No todas las expocisiones son buenas. No pagaria. Iria solo los miercoles free y dependiendo de quien este
3600,"El mejor lugar para conocer y disfrutar de las variadas exposiciones que ahí presentan. En este sitio no encontrarás nada negativo. lo recomiendo ampliamente, no dejen de visitarlo cuando estén en Monterrey."
3601,Muy padre xd
3602,Buen servicio De comida elegatisimo museo de arte y fabuloso bien tranquilo una amabilidad estupenda y me encanto muchisimo me fasino y muy buen arte misread en todo los tipos de colecciones
3603,"Espacio maravilloso, un oasis cultural y de paz en Monterrey"
3604,"Muy tranquilo, la gente del museo siempre esta atenta y conoce bien las exposiciones"
3605,Espectaculares salas con exposiciones muy buenas
3606,"Buenas exposiciones, aunque un poco pequeño, porque cuando fui solo estaba abierto el primer piso, pero muy padre y muy buenas exposiciones"
3607,"Excelentes exposiciones, me tocó la suerte de alcanzar a ver la exposición de Leonora Carrington, pues ya era último día, el costo de entrada lo vale."
3608,Uffff increíble dense una vuelta cualquier día de la semana ( miércoles gratis 😉) y no sé arrepentirán vallan entre 10:00 AM - 06:00 PM y miércoles de 10:00 AM - 08:00 PM pero vallan temprano para que se tomen su tiempo
3609,"El mejor museo con varios muchos años, un lugar en el que puedes ir a pasar el rato viendo exposiciones, tienen un día de entrada gratis."
3610,Excelente lugar el cual es gratuito los días martes y cuenta con precio preferencial para estudiantes y AM. Las exposiciones varían.
3611,Un gran espacio para colaborar y crear como también pasar
3612,Muy bonito museo me encanto mucho muy recomendable para pasar en familia.
3613,"Este museo es ideal para todo tipo de edades, las exposiocnes son muy buenas, la tienda de souvenirs tienen diseños muy padres y exclusivos."
3614,"El museo es bueno, pero le hace falta más contenido"
3615,"Muy bonita exposición sobre Tamayo, pero algunas obras eran poco relevantes para el tema y las faltaron algunas importantes."
3616,"Excelentes presentaciones, personal muy amable."
3617,Museo con exposiciones muy interesantes. Los miércoles es gratis. Pero vale la pena pagar por un boleto.
3618,Muy padre pero en renovación.
3619,"En ocaciones se organizan eventos y catas de vinos regionales.

Muy recomendable, tambien las presentaciones de arte animado son excelentes"
3620,"Vi la exposición del artista chino Ai Wei Wei, impresionante su obra, su biografía, el montaje impecable, realmente vale la pena verlo."
3621,"Además de que las exposiciones temporales por lo general son de temas y artistas diversos, su arquitectura es acogedora para los visitantes e invita a explorar cada uno de sus espacios amplios e iluminados en su mayoría por luz natural"
3622,"Es un lugar muy cómodo y accesible, la ubicación es muy buena y las instalaciones hacen que uno disfrute cómodamente de las exhibiciones que se presentan en el lugar.
Hay un restaurante y área de snacks, además de una tienda de souvenir.
Ampliamente recomendado!!"
3623,"Muy lindo lugar, incluso como para tomarte fotos, la gente que atiende ahí es muy atenta."
3624,Uno de los mejores lugares para visitar en Mty! ❤️
3625,Ve dispuesto a pasar todo el día ahí! Te va a encantar! Siempre hay exposiciones novedosas y de gran interés
3626,"Es un museo hermoso, muy pequeño para una ciudad como Monterrey.
Las exhibiciones duran mucho tiempo y al ser de los pocos museos la variedad para disfrutar de espacios artísticos disminuye"
3627,"Excelentes los miércoles de presentaciones musicales, aunque estaría bien que cambiarán más seguido las exposiciones, fuera de ahí muy buen lugar para visitar."
3628,Esta muy elegante y muy buena atencion
3629,"Siempre hay una gran cantidad de exposiciones, los miercoles es entrada gratuita"
3630,Impresionante lugar lleno de cultura a muy pocos pasos de la macroplaza y cercano a otros museos el costo de entrada es muy razonable y aplican descuento con credencial de estudiante.
3631,Muy divertida la experiencia
3632,Muy buenas exhibiciones. Las instalaciones son excelentes
3633,No me gusto para nada
3634,"Excelente exhibición de Dreamworks, adecuadas y cómodas instalaciones"
3635,"Me encantaron las exposiciones, todo estubo muy bonito, el lugar y todo lo que tiene exponiendo está muy bien distribuido."
3636,"La exposición de Cardiff & Miller es una porquería de personas con talento nulo. No entiendo cómo se atreven a llamarse ""artistas"" y a llamarle ""arte"" a eso que no sabría denominar... Un desperdicio de espacio."
3637,"Un excelente museo yo voy todos los miércoles que es gratis y me encantan las exposiciones que ponen cada tres meses los cambian mis favoritas han sido las de Ron Mueck , Pixar, Remedios Varo"
3638,"Excelente lugar, magníficas exposiciones"
3639,Muy cool
3640,Excelente espacio cultural. Tienen exposiciones temporales de artistas reconocidos. Es interactivo también y hay espacio para niños.
3641,Me encantó. Lugar icónico si visitas Monterrey. Las exposiciones temporales tienes que visitarlas aún si ya has ido antes.
3642,Me encanta el Museo casi siempre tienen buenas exposiciones y varias veces son gratis.
3643,"Excelentes obras y atracciones, el precio es adecuado, espero visitarlo en otra ocasión y con otro contenido."
3644,Siempre tiene buenas exposiciones y es un recinto agradable con excelentes instalaciones. El restaurante tiene buen Buffet aunque es caro.
3645,"Uno de los mejores museos de Nuevo León que no puedes dejar de visitar, las exposiciones de arte, desde pinturas hasta esculturas y exposiciones fotográficas te dejan maravillado, te despiertan el interés por las bellas artes en general :)"
3646,"Muy bonito museo y la exposición de DreamWorks está super padre, incluso es interactiva, todos los niños se veían muy felices."
3647,Es un lugar agradable y me gusta visitarlo de vez en en cuando para estar al día
3648,Muy buenas exposiciones y sus instalaciones están bien cuidadas.
3649,Uno de los mejores museo de Monterrey sin duda el marco tienes que venir
3650,"Excelente lugar, ubicación y exposición. Recomendable"
3651,"La verdad esperaba mucho más. El costo es de 90 pesos, niños 60 y los miércoles la entrada es gratis, puedes tomar fotografías únicamente con celular sin flash."
3652,"Arquitectonicamente es un excelente lugar, las exposiciones cambian constantemente pero cuesta trabajo entender el arte, llega a ser muy abstracto."
3653,"El lugar es muy estricto, no me agrada la idea de que está prohibido tocar la descripción de alguna obra, y las letras de dicha placa estan muy pequeñas y pegadas a la apred por lo que tienes que acercarte mucho"
3654,Altamente recomendable
3655,"Recorrido corto, con obras interesantes. Entrada economica."
3656,"Agradable experiencia, este tipo de arte no es para mi pero a mi novia le encanto.
Más chico d elo que lo imaginaba pero muy bueno."
3657,"Excelente lugar para pasar un fin de semana con tu familia, amigos, pareja, compañeros de trabajo. Se exponen obras de autores internacionales."
3658,"Excelente museo. Siempre tiene arte maravillosa, nueva e innovadora. Me encanta."
3659,Me encantó. Y cada vez que acudes las exposiciones completamente distintas. 😃😃😃
3660,"Es una experiencia muy interesante e inusual para los que no somos conocedores pero muy recomendada.
Los miércoles es entrada gratuita."
3661,"Muy bien, siempre exposiciones muy padres."
3662,"Excelente sólo por la arquitectura, exposiciones pues algunas mejores que otras"
3663,Excelente Museo tanto para ver exposiciones como para apreciar sus espacios y arquitectura contemporanea mexicana de Legorreta
3664,"En esta ocasión no me gustó mucho la exposición que tenían, pero lo importante es que lo tengamos en Monterrey, y que siempre habrá más exposiciones"
3665,Un excelente y muy bello museo de arte moderno pero le faltan más exposiciones y más importantes como las que hacen los museos de la Ciudad de México
3666,"Excelente Exposición sobre Martin Scorsese, queria hacerme con una playera de Taxi Driver pero ya no habia, espero surtan pronto y poder entrar a la tienda sin comprar boleto."
3667,"Buenas exposiciones de arte contemporáneo, los miércoles la entrada es libre y hay conciertos musicales. Hay talleres con costo cada mes. Un lugar que debes visitar en Monterrey."
3668,"Lamentable hay poca exhibición. 2o piso cerrado, debería ser gratis el acceso"
3669,"Excelente museo, muy buenas exposiciones, no está mejorando, necesita más impulso."
3670,Un oasis de arte en medio de la ciudad. Exposiciones permanentes y temporales de los mejores artistas contemporáneos del mundo. Una tienda con excelentes objetos de arte y un restaurante de primera
3671,Buenas exposiciones
3672,"Aunque no lo podría calificar como contemporáneo de forma pura, es una de las salas exposición de arte más importantes de la ciudad. Accesible al 100%, siempre tiene algo nuevo que mostrar."
3673,"Me encanta este museo, siempre tienen exposiciones muy interesantes"
3674,"Super padre la exposición fija, muy interesante e interactivo , la arquitectura hermosa, lo pasé genial"
3675,Excelentes exposiciones... Y súper que el horario de visita sea hasta las 8 para los que trabajan alcanzan a hacer otro tipo de actividades.
3676,Es un museo que tiene muy buenas obras de arte felicidades por tener tan bello museo
3677,Me encanta este lugar está precioso y sus exposiciones son muy bonitas
3678,"No dejan usar el elevador a menos que andes con silla de ruedas. Me quedé con ganas de ver la exposición del segundo piso 😢 yo no puedo subir ni bajar escaleras, pero no ando en silla de ruedas"
3679,"Super cool, medio loco...pero me encantó todo lo que Vi! Atrevanse a tocar más allá de lo que solo podemos ver.."
3680,"Me gustó que fuera visita guiada... Y el guía Samuel, extraordinario, se ve que sabe lo que hace... Muy padre noche"
3681,Es una visita obligatoria para los que vienen a Monterrey
3682,Me gusta visitar este lugar a la s hora q abreb. X q casi no hay gente y lo disfrutamos más
3683,"Llegamos tarde no pudimos visitar todo pero es muy bueno, los guardias y personas son atento y explican muy bien..."
3684,"Me gusta mucho este museo, sí cumple con su objetivo.  Y aparte tiene variedades como tienda, restaurante y cursos."
3685,"El museo es grande y siempre tiene colecciones diferentes, por lo cual vale la pena ir"
3686,La muestra actual de Leonora Carrington es fabulosa. Vale la pena admirarla. Los miércoles la entrada es libre.
3687,Un excelente lugar para visitar y ver exposición
3688,"Excelente lugar a visitar, diferentes exposiciones todo el tiempo... Vayan"
3689,Excelente museo.muchas exposiciones en el año.muy moderno y espacioso.
3690,"Hermosa edificación,  muy bien ubicada a un costado del palacio municipal de Monterrey,  con notables exposiciones de artistas de renombre..."
3691,"Excelente experiencia, muy bonito lugar para ir con tu pareja o solo, es toda una experiencia ir a las obras que tienen."
3692,Excelente lugar para obtener conocimiento.
3693,Muy bonito nos encantó el área de las cámaras... Y muchas gracias por permitirnos entrar grátis
3694,Excelente museo su arte muy profundo y moderno rústico impresionante se los recomiendo
3695,"Siempre con exposiciones interesantes, la arquitectura es hermosa por dentro y por fuera, sin duda un icono de la ciudad."
3696,"Instalaciones muy cómodas, elegantes y las exposiciones son muy buenas.
PD: Miércoles entrada es gratis."
3697,Nice desde cdmx !
3698,Amo sus exposiciones y actividades extras. A excelente precio. Los felicito.
3699,"Es un excelente lugar, las exposiciones son bastante interesantes y te la pasas excelente"
3700,"La exposición de Leonora Carrington sublime, siempre hay exposiciones de calidad, ciclos de cine y conferencias que valen mucho la pena"
3701,Muy buen museo que depende mucho de la exposición temporal en turno para el gusto de cada persona. Es de los museos a visitar sin pensarlo en Monterrey.
3702,"Diseñado por Ricardo Legorreta, es simplemente una obra maestra al que vale la pena visitar sólo para ver el edificio en sí, sus exposiciones son buenas o excelentes en su mayoría, si estas en Monterrey tienes que conocer el MARCO"
3703,"Una fregonada mi museo. Fui a un tour a las Bodegas El Viento en Arteaga, Coha. Y la organizada de Marco estuvo genial."
3704,Siempre hay exposiciones de mucho valor. El museo es cómodo y con mucha accesibilidad.
3705,"Excelentes exposiciones, muy recomendado"
3706,"Muy bonito, las obras que exhibían en ésta oportunidad, muy diferentes y extraordinarias. Limpio, agradable."
3707,Los horarios que maneja el son malos.
3708,Muy entretenido el arte
3709,"Siempre me encanta ir aqui cuando tengo tiempo libre, además la elegancia del edificio lo hace un atractivo visual para cualquier que pase por ahi."
3710,"Excelente, como siempre las exposiciones y el lugar. Vale la pena ir más seguido"
3711,Muy buena exposiciones y diseño interior muy bueno; logística de entrada aveces complicada. Miércoles gratis.
3712,"Si te gusta El Arte , este es uno de Los museos que debes visitar en Monterrey, hay variedad de artistas nacionales e internacionales, puedes ir en familia, amigos o solo."
3713,"Muy buenas exposiciones y la interactividad, pero el personal nada atentos y hasta algo groseros"
3714,El museo más importante de la ciudad. Recomendado si te gusta el arte contemporáneo. A mí no.
3715,Exposicion de rufino tamayo marzo del 2018
3716,"Me encanta! Aprovechen los MIERCOLES (es gratis). Marzo 2018, está una exposición de Tamayo buenísima!"
3717,"Bellísimo lugar, siempre tienen exposiciones muy buenas... La comida deliciosa.."
3718,El precio de admisión es de $90 y te incluye las exposiciones de la temporada. Algunas NO son aptas para niños.
3719,Las exposiciones están a la altura de cualquier museo del mundo!!!
3720,"Amplio museo en el centro de Monterrey, con salsa de exposiciones temporales."
3721,"Es de los mejores museos sino que es el mejor, sus exhibiciones y que decir del restaurante calidad y servicio y la atención de su personal"
3722,Este museo siempre busca estar a la vanguardia. Me agrada su arquitectura aunque ya presenta varios detalles de falta mantenimiento y renovación.
3723,"Siempre es una buena experiencia, los guías saben explicar siempre y cuando te atienda alguien que no sea ""voluntario"", los voluntarios explican bien pero no se esmeran mucho y no profundizan tanto."
3724,"Falta un poco más de tacto para pedir qu no se tomen fotos. Igualmente un letrero más grande o mas ""llamativo"" para saber antes de entrar a la exposición."
3725,"Muy buenas las exposiciones ademas de los programas de aprendizaje, el acceso y la ubicación son envidiables, el costo del restaurant es un poco por arriba del promedio...."
3726,"Siempre hay exposiciones interesantes. Y hay una pequeña cafetería dentro, donde puedes sentarte a descansar y tomar algo."
3727,"Es muy bonito museo, su cafeteria es alho cara $$$ de ahi en fuera hermoso lugar"
3728,"Excelente museo con muy buenas exhibiciones tanto temporales como permanentes, elegante pero a la vez moderno."
3729,Miércoles día de entrada gratis al museo
3730,"Excelemte museo, exposiciones internacionales muy interesantes y un espacio arquitectonico muy fotogenico."
3731,Súper genial todo lo que tienen a nivel artístico de las maravillosas obras de arte que nos traen los artistas
3732,Siempre habrá algo interesante que ir a ver. Hay buena seguridad y en general muy limpio
3733,Un excelente lugar para ir a disfrutar del arte. Excelentes instalaciones y todo super bien.
3734,"Un museo bonito, cómodo y con buenas exposiciones. Vale la pena ir y los miércoles es gratuito."
3735,Sin palabras... me conmovio.
3736,"Historia, arte y viaje por la cultura de una manera muy especial. Los miércoles la entrada es gratuita para que lo tengan en cuenta..."
3737,"Excelente, creo que los museos son lugares mágicos ya que podemos apreciar objetos que no conocimos"
3738,"Excelente. Volvería siempre.
Pregunta por los beneficios y distintas tarifas para estudiantes, menores, maestros, etc."
3739,"Excelente, buena atención y explicación en cada área"
3740,"Muy bonito lugar, asombroso, estupendo, maravilloso, toa exposición que llega a éste museo es magnífica."
3741,Es un Bonito Museo con diferentes galerías y expositores recomendado para la familia.
3742,Genial 😊
3743,"Magnífico y muy interesantes las exposiciones!!
Y tiene estacionamiento propio !"
3744,Museo favorito de la ciudad. Las exposiciones nunca fallan en sorprender y las cambian cada determinado tiempo. Los miércoles es gratis la entrada.
3745,Me gusta mucho el lugar y sobre todo por qué siempre tienen diferentes exposiciones.
3746,La Museografia es buena y los trabajadores están preparados para ayudar a disfrutar las expociciones.
3747,La exposición de Martin Scorsese es excelente! Recomendable llevar credencial de estudiante si tienen.
3748,Exelente exposición
3749,Muy bonito el lugar
3750,"Super agradable lugar, exposiciones muy completas y demasiado geniales, un museo demasiado completo"
3751,"Fui a ver la exposición de Martín Scorsese, excelente!, Visitenla museo Marco está trayendo exposiciones de talla internacional."
3752,El mejor museo de la ciudad y uno de los mejores del país por su exenta diversidad de exposiciones de calidad internacional aunque no hay mucho sobre la historia mexicana pero sigue siendo fantástico visitarlo. 😀
3753,"Excelentes instalaciones seguridad y resguardo de las obras también excelente y área de souvenirs muy padres!!.
Excelente museo!!"
3754,"Excelente, me tocó ver unas obras demasiado  bonitas e interesantes"
3755,El museo es muy amplio y cómodo. Los costos están buen solo ay que ver que exposicion esta.
3756,Excelente exposición!! Y que decir del museo todo genial! Vayan!
3757,"Excelente Museo y muy seguro para ir con tus hijos,  el personal te trata muy bien"
3758,"Un museo donde puedes ver obras de diferente tipo.la que  fuy y me encanto fue en la que el artista con soldados de juguete logra hacer que veamos caras de personas,tambien utiliza comida recortes de diferentes cosas en una obra identifique un gato."
3759,Hay muchas obras interesantes en exposición y ofrecen distintos descuentos para que sea accesible para todos
3760,"Excelentes instalaciones, siempre hay algo nuevo que ver y muy cómodo de accesar. Visitar la tienda es un must"
3761,"Tienen un trato muy agradable y amable, el lugar está hermoso, tienen buenas exposiciones, es un muy buen museo."
3762,"Instalaciones limpias, acondicionadas aptas para todo tipo de público"
3763,"Buenas instalaciones y gran colección de arte, de preferencia visitenlo los martes que es gratis"
3764,"Excelente la exposición de Leonora carrington, nunca ha defraudado el museo en todas mis visitas."
3765,"Algo caro para solo dos salas de exhibiciones, aunque las exhibiciones son muy buenas sobre todo las pinturas de Tamayo."
3766,"Me encanta MARCO desde que entras, la arquitectura es hermosa."
3767,Excelentes espacios. La atención del personal es muy buena. Las colecciones son de vanguardia. Buena relación calidad -precio.
3768,"Sin duda el mejor museo de Monterrey, con tienda y restaurante"
3769,"Museo cultural yrepresentativo de Monterrey. ubicado en plena Macroplaza. Continuas exhibiciones y muestras de obras, pinturas expociiones culturales y regionales. Instalaciones muy agradables."
3770,"Me gustó, aprendí y me divertí"
3771,"Muy bonito el museo, excelentes exposiciones"
3772,Me encanta la arquitectura del museo y que siempre hay expos diferentes e interesantes
3773,Excelente evento jornadas de danzas húngaras. Expectativas superadas. Excelente desempeño de Adrián justus. Enhorabuena!
3774,El museo marco siempre tiene algo nuevo con que sorprendernos!
3775,"Tiene buenas exhibiciones el museo, y las instalaciones están muy bien."
3776,Padrísimas actividades en el Museo Marco
3777,"Es un lugar agradable, y con mucho atractivo visual, ademas es un lugar de visita obligado culturalmente."
3778,Está precioso tiene muy buen mantenimiento fácil acceso muy amable el personal tiene cafetería conciertos la pasé muy bien
3779,"Me encanto el lugar , tienen unas increíbles exposición , lo recomiendo ."
3780,Últimamente han realizado exposiciones de clase mundial. Además está excelente que existan presentaciones de músicos locales
3781,"Agradable, aunque las obras tienen explicación, hay algunas que son simples si entender el significado de la misma."
3782,"Muy padre museo y muy completo y eclectico pero, pero sugiero adecuar un Starbucks Coffee dentro del museo"
3783,Me gusta mucho pero los guardias te hablan muy feo cuando quieres ver las exposiciones
3784,Buenas exportaciones y muy bueno todo
3785,"Es un buen lugar turístico, viene gente de muchas partes del mundo y su atención y trato del personal en general rebasa las expectativas a su excelencia."
3786,Excelente la arquitectura.
3787,"Muy interesante, costo de $60 m.n. y estudiantes pagan la mitad con credencial"
3788,"Desde la arquitectura hasta las exposiciones albergadas en este espacio conforman una experiencia que te conecta con el arte, la naturaleza y la paz propias de una ciudad como Monterrey."
3789,Mui friendly i demasiado buen Arte para apreciar i Los miercoles son gratuitos
3790,El lugar depende mucho de la exposición que tenga para poder calificar pero sus instalaciones están muy bien
3791,Las personas que cuidan el lugar son muy déspotas
3792,Cada ves que voy a Monterrey me gusta ir a este museo. Tiene unas exhibiciones muy buenas.
3793,"Para fomentar que los chicos de la casa se despeguen del sillón y los videojuegos, agradable lugar, con sanitario limpios, tiendas de souvenirs, y exhibiciones agradables"
3794,"Un muy buen lugar para ver arte y estar un rato agradable en su restaurante o café.
Así como sus cursos para niños, recorridos escolares y para adultos."
3795,Super padre la exposición! 😊
3796,Un Icono para el Centro de Monterrey y un excelente espacio para admirar el Arte en sus distintivas expresiones. Siempre a la vanguardia con exposiciones temporales.
3797,"Muchas partes están acordonadas, estoy casi seguro que solo recorrí el 50% del lugar"
3798,"Muy recomendable, muy buen sabor del café, excelente atención. Y sin tanto mocoso pretencioso como en otros café"
3799,"Muy agradable, exposiciónes temporales muy variadas de carácter nacional e internacional."
3800,"Un museo interesante, con buena propuesta pero sinceramente esperaba algo más. Tienen una tienda de souvenirs interesante."
3801,Excelente museo con exposiciones muy interesantes. Los miércoles es gratis. Also in English !
3802,"Muy bonito todo, un poco cara la tienda de regalos pero de ahí en fuera es un buen lugar."
3803,Es uno de los museos más importantes de Monterrey. Los espacios están muy bien cuidados y el personal es muy amable
3804,"Ahorita tienen pocas exhibiciones, y un poco sombrías. Pero es un bonito museo"
3805,Me encanta!! Siempre tienen exposiciones muy interesantes
3806,"Excelente museo, uno de los museos que trae a sus salas mucho"
3807,"Interactivo, agradable para toda la familia y muy bueno para pasar un rato y apreciar varias obras contemporáneas"
3808,Un hermoso lugar para visitar sus diferentes exposiciones y aprender de ellas.
3809,"Tienes que saber apreciar el arte, tiene buen precio su boleto, pero al final sientes que falta algo"
3810,Es un museo que quiere que diga
3811,Muy buen museo. Instalaciones amplias y exposiciones bien distribuidas.
3812,"Un agrable lugar para pasear, hermoso museo lo recomiendo al 100%"
3813,"Me encanta las exposiciones que traen, tienen un staff muy completo y muy atento"
3814,Un excelente museo con exposiciones atractivas y que van cambiando a lo largo del año
3815,Exelente comida
3816,"Me gusta mucho visitar este museo, las exhibiciones siempre son interesantes. Los miércoles es gratis la entrada."
3817,Es un espacio muy especial y tiene ordinariamente muy buenas exposiciones.
3818,Muy buen lugaren general exposición buenas e interesantes
3819,"Me gusta como esta diseñado el edificio, muy cómodo y buen ambiente para relajarse ya sea en fin de semana o entre semana."
3820,"Fui dos veces a ver dos exposiciones, estaban buenas, lo malo es que a los menores de edad no los dejan agarrar los libros para leerlos"
3821,"Es una experiencia agradable, transportarte al pasado ,aprender de la historia y fundación de este hermoso estado y los personajes que contribuyeron de manera importante"
3822,Hermoso. Excelente lugar para ir y disfrutar del arte.
3823,Siempre traen las mejores exposiciones de artistas muy reconocidos. En esta ocasión Leonora Carrington. Excelente!
3824,Hermoso gracias
3825,"Lugar impecable, la exposición interesante."
3826,chido el cotorreo
3827,"Hermosos espacios y sumamente relajante para explorar nuevos conceptos, miércoles libre acceso"
3828,Tienen exposiciones muy buenas! Los miércoles es entrada graruita
3829,"Muy buen museo, excelentes instalaciones, muy contemporaneas. Tienes exposiciones diferentes muy seguido."
3830,"El lugar es agradable, las dos exposiciones que tenían me gustaron, cuentan con cursos y algunos diplomados lo recomiendo"
3831,Solo tenían un artista y era un muy mal artista en mi opinión
3832,"Fascinante, quizá deberían de bajar un poco los costos y sus diplomados y cursos a precio más bajo o al alcance de la clase media baja."
3833,Me gustó muchísimo ♥️
3834,La arquitectura es hermosa y las exposiciones muy interesantes. Excelente lugar.
3835,"Fui a la exposición de DreamWorks y la verdad me gustó mucho, el lugar muy limpio y todo en orden"
3836,"Siempre hay Exposiciónes nuevas e interesantes, si duda un lugar que no te puedes perder en monterrey,  los miércoles es gratis."
3837,Excelente lugar para conocer sobre arte. El restaurante es muy bueno.
3838,"Muy buenas obras, les recomiendo ir los miercoles es entrada libre!"
3839,"Muy bien museo de arte 😁
Además,  tiene una tienda con un excelente surtido."
3840,Fue algo completamente fuera de lo común
3841,Excelente lugar para ver las obras de artistas contemporáneos...vale la pena ir
3842,"Excelente Museo con una gran aportación cultural a través de sus exposiciones permanentes y temporales, si viene a Monterrey debe visitarlo"
3843,Buen  lugar  para  visitar  entre semana  por que hay  poca gente y esta  muy interesante
3844,Riquísimo
3845,"Muy buenos eventos, muy buenas exposiciones. Muy agradable el lugar"
3846,"Excelente museo, solo que no es gratis los domingos, pueden aprovechar los miércoles está promoción"
3847,"Super recomendado, excelentes guias. Miercoles entrada gratis."
3848,"Muy bueno, si se es estudiante se recomienda cargar con la credencial ya que se hace descuento."
3849,"Excelente museo; limpio, organizado y grandes exposiciones."
3850,"Bello este museo, para presumirlo a los turistas."
3851,"El edificio en su conjunto esta descuidado pero las exposiciones valen la pena, ponen a prueba los sentidos."
3852,"Muy buenas exposiciones, muy grande el lugar y muy agradable"
3853,Una gran exposición. 😍
3854,Comprometido con el arte y la cultura... Realiza presentaciones y exposiciones para todo público.  Me encantaría que fueran más frecuentes
3855,"Excelentes exposiciones, si te gusta el arte, tienes que pasar por aquí en tu visita a Monterrey."
3856,Excelente exposición Cardiff & Miller. Muy recomendada no apta para sensibles
3857,"Me encanta el lugar y siempre tiene buenas exposiciones, bale la pena"
3858,"Excelente museo,  de los más importantes de america latina. El museo en sí es una obra de arte diseñado por Legorreta"
3859,Muchas visitas y siempre excelente. Me encanta este lugar.
3860,"Muy buen distribuidos los espacios, los artistas que nos tocaron de exposición muy impresionante experiencia"
3861,La exposición de Rafael Lozano-Hemmer me gustó bastante. Muy recomendada.
3862,Es un museo con arte impresionante buena cultura excelente trato
3863,"La exposición de hiperrealismo es muy buena, sin embargo, la ligthopia muy variada con cosas interesantes y cosas un tanto desconcertantes."
3864,Tomada por Rolando Alonso
3865,como siempre con las mejores exposiciones
3866,"Excelente museo, con instalaciones de 1er nivel, y muy buenas exposiciones"
3867,Uno de los mejores museos de la ciudad.. Exposiciones de gran nivel y calidad.
