,teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,email,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
583,734,Teatro El Rinoceronte Enamorado,2009-01-01,Grupo Teatral El Rinoceronte Enamorado,Carlos Tovar 315,Centro Histórico,78000,444 814 64 34,http://www.elrino.mx,elrinocerontenamorado@gmail.com ,0.0,0.0,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=teatro&table_id=734,2020-12-10T03:56:05-06:00
584,962,Mexland espacio cultural,1000-01-01,,Eje Vial Ponciano Arriaga 267,Tlaxcala Barrio de Tlaxcala,78038,444 190 8078,http://mexland.com.mx/,,22.16047,-100.97471,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=teatro&table_id=962,2020-05-14T10:17:26-05:00
585,345,Foro Teatral La Carrilla,1991-08-15,"La Carrilla, A.C.",Himno Nacional 4000-A,Col. Himno Nacional,78280,444 417 35 92,,lacarilla@hotmail.com,0.0,0.0,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=teatro&table_id=345,2022-02-17T16:21:38-06:00
586,256,Teatro del IMSS San Luis Potosí,1961-10-02,Instituto Mexicano del Seguro Social (IMSS),Tomasa Estévez 800 ,Col. Moderna,78268,(444) 415 03 17,http://fidteatros.com.mx,teatroimsssanluispotosi@hotmail.com,22.14849,-100.98555,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=teatro&table_id=256,2019-06-17T06:39:44-05:00
587,992,La Guarida del Coyote,2012-01-01,,Comonfort 1005   ,Col. Alamitos ,78280,444 225 91 81,,,22.15166,-100.97696,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=teatro&table_id=992,2020-05-26T16:22:36-05:00
588,382,Teatro Raúl Gamboa Cantón,1978-06-01,Instituto Potosino de Bellas Artes del Gobierno del Estado de San Luis Potosí,Av. Universidad esq. Negrete s/n,Centro,78000,444 816 05 25,,ipba55@hotmail.com,0.0,0.0,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=teatro&table_id=382,2021-10-18T08:28:59-05:00
589,383,Teatro de la Paz,1894-11-04,Secretaría de Cultura de San Luis Potosí,"Villerías 105, Plaza del Carmen",Centro,78000,(444) 812 26 98,http://culturaslp.gob.mx/cinesyteatros/sanluis/teatrodelapaz,teatrodelapaz.gob.slp@hotmail.com,22.15104,-100.97363,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=teatro&table_id=383,2018-06-29T06:31:47-05:00
590,695,Teatro del Instituto Xilitlense de Bellas Artes,1000-01-01,H Ayuntamiento de Xilitla,,,,,,,0.0,0.0,24,54,1,San Luis Potosí,Xilitla,Xilitla,http://sic.gob.mx/ficha.php?table=teatro&table_id=695,2011-03-17T01:05:34-06:00
591,170,Teatro José Angel Espinoza Ferrusquilla,1963-01-01,Instituto Mexicano del Seguro Social (IMSS),Marcial Ordoñez esq. Ignacio Allende,Centro,81200,(668) 812 34 05,http://www.fidteatros.com.mx,,0.0,0.0,25,1,1,Sinaloa,Ahome,Los Mochis,http://sic.gob.mx/ficha.php?table=teatro&table_id=170,2011-03-23T01:17:20-06:00
592,171,Teatro Oscar Liera,1961-05-19,Instituto Mexicano del Seguro Social,Francisco Zarco y Andrade ,Col. Miguel Alemán,80200,(667) 759 03 58,https://www.facebook.com/teatrooscar.lieradelimss,,24.79615,-107.39054,25,6,1,Sinaloa,Culiacán,Culiacán Rosales,http://sic.gob.mx/ficha.php?table=teatro&table_id=171,2014-10-17T14:55:28-05:00
593,162,Teatro Pablo de Villavicencio,1980-12-08,Instituto Sinaloense de Cultura,Paseo Niños Héroes y Cjon. Andrade s/n,Col. Centro Cultural Genaro Estrada,80000,(667)  713 67 42,http://www.culturasinaloa.gob.mx/index.php?option=com_content&view=article&id=6&Itemid=120,celida.payan@culturasinaloa.gob.mx,24.81193,-107.39319,25,6,1,Sinaloa,Culiacán,Culiacán Rosales,http://sic.gob.mx/ficha.php?table=teatro&table_id=162,2017-03-22T14:57:20-06:00
594,960,"Foro Escénico Tatuas, un público se prepara",1000-01-01,,Rosales 254 oriente,Centro,80000,667 431 8556,,tatuasteatro@gmail.com,24.81014,-107.39223,25,6,1,Sinaloa,Culiacán,Culiacán Rosales,http://sic.gob.mx/ficha.php?table=teatro&table_id=960,2020-05-14T09:05:50-05:00
595,750,Teatro Auditorio MIA,2012-02-12,Instituto MIA,Ruperto L. Paliza 484,Centro,80000,667 257 99 86,http://mia.culiacan.gob.mx,luisleontavera@gmail.com; karelymia@hotmail.com,24.80923,-107.39352,25,6,1,Sinaloa,Culiacán,Culiacán Rosales,http://sic.gob.mx/ficha.php?table=teatro&table_id=750,2021-10-05T13:16:00-05:00
596,621,Teatro Socorro Astol,2009-05-28,Instituto Sinaloense de Cultura,Malecón Niños Héroes esq. Ruperto L. Paliza. Centro Cultural Genaro Estrada,Centro,80000,(667) 713 99 31,http://culturasinaloa.gob.mx/infraestructura/teatros-/teatro-socorro-astol,celida. payan@culturasinaloa.gob.mx,24.81157,-107.39378,25,6,1,Sinaloa,Culiacán,Culiacán Rosales,http://sic.gob.mx/ficha.php?table=teatro&table_id=621,2014-10-17T15:07:27-05:00
597,168,Teatro de la Torre Académica,2000-01-01,Universidad Autónoma de Sinaloa,Av. de las Américas esq. Josefa Ortiz de Domínguez,Col. Ciudad Universitaria,,(667) 759 45 11,http://www.torreacademicauas.com.mx/?a=instalaciones&mod=2&i=1,contacto@torreacademicauas.com.mx ,0.0,0.0,25,6,1,Sinaloa,Culiacán,Culiacán Rosales,http://sic.gob.mx/ficha.php?table=teatro&table_id=168,2016-11-24T11:09:23-06:00
598,169,Teatro Griego,1990-01-01,Instituto Municipal de Cultura de Culiacán,"Av. México 68 esq. Prol. A Obregón, Parque Culiacán",Col. Huizachez,,(667) 712 43 72,,jsavilesochoa@gmail.com,24.77012,-107.38793,25,6,1,Sinaloa,Culiacán,Culiacán Rosales,http://sic.gob.mx/ficha.php?table=teatro&table_id=169,2016-11-24T14:22:09-06:00
599,620,Teatro al aire libre Ágora Rosario Castellanos ,1979-01-01,Instituto Sinaloense de Cultura,Paseo Niños Héroes y Andrade,Centro,80000,(667) 713 99 31,http://www.culturasinaloa.gob.mx/home/conocenos2/programa-2012/100-contenido/instalaciones/8-agora-rosario-castellanos,celida.payan@culturasinaloa.gob.mx,24.81167,-107.39349,25,6,1,Sinaloa,Culiacán,Culiacán Rosales,http://sic.gob.mx/ficha.php?table=teatro&table_id=620,2014-10-17T13:17:12-05:00
600,996,Teatro Prof. Severiano Moreno,1983-12-01,Ayuntamiento de Escuinapa/Instituto Municipal de Cultura,María de los Ángeles Polanco s/n esq. Av. Sandra Calderón,Col. Emiliano Zapata,82457,695 953 20 18,,ccasadelacultura9@gmail.com,22.83505,-105.77788,25,9,1,Sinaloa,Escuinapa,Escuinapa de Hidalgo,http://sic.gob.mx/ficha.php?table=teatro&table_id=996,2021-05-14T06:43:08-05:00
601,34,Teatro Ruiz Cortines Guasave IMSS Guasave,1000-01-01,IMSS/Centro de Seguridad Social,Diego Martínez s/n,,,(687) 897 02 28,,juanm.lopez@imss.gob.mx,0.0,0.0,25,11,1,Sinaloa,Guasave,Guasave,http://sic.gob.mx/ficha.php?table=teatro&table_id=34,2019-10-18T04:53:48-05:00
602,551,Teatro al Aire Libre de Juan José Ríos,2009-01-01,Centro de Seguridad Social Juan José Ríos,Calles 4 y 5,Col. Centro,,(687) 896 17 87,,chinchillasconta@hotmail.com,0.0,0.0,25,11,1,Sinaloa,Guasave,Guasave,http://sic.gob.mx/ficha.php?table=teatro&table_id=551,2010-04-12T14:39:41-05:00
603,530,Teatro Ángela Peralta,1874-02-14,"Instituto Municipal de Culltura, Turismo y Arte de Mazatlán",Carnaval 1204,Centro,82000,(669) 982 44 44 ext. 105,http://www.culturamazatlan.com.mx/tap/,amarquez@culturamazatlan.com,23.19804,-106.42261,25,12,1,Sinaloa,Mazatlán,Mazatlán,http://sic.gob.mx/ficha.php?table=teatro&table_id=530,2021-12-06T05:43:59-06:00
604,97,Teatro de El Cid,1989-01-01,"Hotel El Cid Mega Resort, A.C.",Calz. Camarón Sabalo s/n,,82110,(669) 913 33 33,http://www.elcid.com,kgarcia@elcid.com.mx,0.0,0.0,25,12,1,Sinaloa,Mazatlán,Mazatlán,http://sic.gob.mx/ficha.php?table=teatro&table_id=97,2014-12-10T14:08:47-06:00
605,146,Teatro Antonio Haas IMSS Mazatlán,1961-05-19,IMSS,Av. del Mar 500,Centro,82000,669 982 56 00 exts. 31240 y 31241,http://www.garuyo.com/teatro/teatro-antonio-haas-imss-mazatlan/lugar,,0.0,0.0,25,12,1,Sinaloa,Mazatlán,Mazatlán,http://sic.gob.mx/ficha.php?table=teatro&table_id=146,2021-10-28T07:06:01-05:00
606,166,Teatro al Aire Libre de Navolato (IMSS),1966-01-01,IMSS/Centro de Seguridad Social,Calz. Almada s/n,Centro,80320,672 727 00 63,,,0.0,0.0,25,18,1,Sinaloa,Navolato,Navolato,http://sic.gob.mx/ficha.php?table=teatro&table_id=166,2021-08-12T10:54:58-05:00
607,412,Teatro del ITSON Dr. Oscar Russo Vogel,1967-09-16,Instituto Tecnológico de Sonora,5 de Febrero esq. Rodolfo Elías Calles,Centro,85000,"(644) 410 09 00 exts. 2226, 2227, 2229",http://www.itson.mx/micrositios/teatro/Paginas/teatro.aspx,rosa.cuevas@itson.edu.mx,27.48244,-109.9322,26,18,1,Sonora,Cajeme,Ciudad Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=412,2016-07-19T11:25:29-05:00
608,804,Teatro Sergio Galindo Sánchez,1000-01-01,Ayuntamiento de Cajeme,"Int. Deportivo Nainari 2000, Prol. Vicente Guerrero 2610",Col. Ostmuri,85134,644 414 60 70,https://www.facebook.com/casadecultura.cajeme,iserna@cajeme.gob.mx,0.0,0.0,26,18,1,Sonora,Cajeme,Ciudad Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=804,2021-07-09T07:33:19-05:00
609,820,Teatro La Salamanquesa,2013-09-07,,Tabasco 201 entre Náinari y Allende,Centro,85000,(644) 413 12 71,,,0.0,0.0,26,18,1,Sonora,Cajeme,Ciudad Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=820,2014-10-02T18:51:46-05:00
610,114,"Teatro de la Escuela Normal Rural Plutarco Elías Calles, El Quinto.",1963-06-10,Instituto de Formación Docente del Estado de Sonora ,Carr. Navojoa vía San Pedro km 16,,85298,642 119 07 55,http://www.ifodes.edu.mx,"enr_fdiaz@ifodes.edu.mx,",0.0,0.0,26,26,63,Sonora,Etchojoa,El Quinto,http://sic.gob.mx/ficha.php?table=teatro&table_id=114,2021-09-01T09:34:15-05:00
611,157,Teatro Auditorio Cívico Municipal Fray Ivo Toneck,1973-01-01,Ayuntamiento de Guaymas,Calle 20 esq. Malpica 252,Centro,85400,(622) 224 26 26,http://guaymas.gob.mx/auditorio/,auditorio@guaymas.gob.mx,27.9217,-110.89117,26,29,1,Sonora,Guaymas,Heroica Guaymas,http://sic.gob.mx/ficha.php?table=teatro&table_id=157,2016-11-22T14:02:50-06:00
612,955,Foro Roberto Méndez,2018-09-21,"Compañía Teatral del Norte, A.C. ",Av. Sufragio Efectivo 39,Centro,83000,662 213 0716  ,http://www.mentidero.mx,contacto@mentidero.mx  ,29.07573,-110.95399,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=955,2021-03-22T08:08:45-06:00
613,362,Teatro Íntimo de la Casa de la Cultura de Sonora,1995-06-24,Instituto Sonorense de Cultura,Blvd. Vildósola s/n esq.  Av. Cultura,Col. Villa de Seris,83280,662 250 41 47,http://isc.gob.mx/espacios/teatro-intimo-casa-de-la-cultura/,coordinacionred@isc.gob.mx ,29.06709,-110.95552,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=362,2021-09-22T11:43:50-05:00
614,669,Teatro al Aire Libre del IMSS,1985-05-01,Instituto Mexicano del Seguro Social (IMSS),Blvd. José María Morelos s/n esquina Justo Sierra,La Matanza,83080,(662) 214 10 98 ,,"lidia.navsrro@imss.gob.mx, maria.lopezc@imss.gob.mx",29.10526,-110.95119,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=669,2014-10-10T17:18:54-05:00
615,617,Teatro-Auditorio del COBACH,2004-01-01,Gobierno del Estado de Sonora,Blvd. Vildósola s/n,Col. Villa de Seris,83280,662 259 29 00,http://www.cobachsonora.edu.mx/TeatroAuditorioCobach/Inicio2.html, teatro@bachilleresdesonora.edu.mx ,29.04521,-110.95762,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=617,2021-11-04T08:58:26-06:00
616,974,Casa AndamioSteatro,2011-03-27,,Sufragio Efectivo No Reelección 45 entre Garmendia y Juan Álvarez,Centro Histórico,83000,662 212 24 93,http://www.andamiosteatro.com/casa-andamios.html,,29.07616,-110.95371,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=974,2020-05-18T12:35:33-05:00
617,156,Teatro Auditorio Cívico del Estado de Sonora,1967-08-25,Gobierno del Estado de Sonora,Rosales entre Manuel Z. Cubillas y Tehuantepec s/n,Centro,83000,,https://www.facebook.com/AuditorioCivicoHermosillo,auditoriocivico@gmail.com,29.07322,-110.95658,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=156,2020-01-10T10:35:06-06:00
618,363,Sala de Teatro Alberto Estrella,1991-01-01,Universidad de Sonora,Blvd. Luis Encinas esq. Rosales edif. Museo y Biblioteca,Centro,83000,(662) 213 35 29,http://www.uson.mx,,29.0837,-110.95852,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=363,2014-10-17T12:37:01-05:00
619,370,Teatro Emiliana de Zubeldía,1979-08-15,Universidad de Sonora,Av. Rosales esq. Blvd. Luis Encinas,Col. Centro,83000,(662) 213 52 08,http://www.uson.mx/,cutlopez@hotmail.com,0.0,0.0,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=370,2014-10-17T13:15:48-05:00
620,360,Teatro al Aire Libre La Sauceda,1994-10-24,"Parque Recreativo La Sauceda Diversiones Internacionales ASW, S.A. de C.V.",Periférico Ote y Blvd. Serna int. La Sauceda,Col. Río Sonora,83060,(662) 212 05 09,,webmaster@sauceda.com.mx,,,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=360,2007-06-27T13:44:25-05:00
621,361,Teatro al Aire Libre del DIF Hermosillo,1993-04-30,DIF,Morelia esq. Carbo int. Parque Popular Infantil,Col. Centro,83000,(662) 213 13 98,,,0.0,0.0,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=361,2014-10-17T12:38:31-05:00
622,155,Teatro de la Ciudad,1995-06-24,Instituto Sonorense de Cultura,Av. Cultura s/n y Blvd. Agustín de Vildósola,Col.  Villa de Seris,83280,(662) 250 41 30,http://www.isc.gob.mx/teatrodelaciudad.php,coordinacionred@isc.gob.mx,29.06679,-110.95552,26,30,1,Sonora,Hermosillo,Hermosillo,http://sic.gob.mx/ficha.php?table=teatro&table_id=155,2014-10-10T17:09:15-05:00
623,822,Teatro al aire libre del Centro Artístico y Cultural de Huachinera,2005-01-01,"Centro Artístico y Cultural de Huachinera, A.C.",Mesa de la Huiguera 1,Col. Mesa de la Higuera,84400,(634) 246 41 22,https://www.facebook.com/pages/Centro-Art%C3%ADstico-y-Cultural-de-Huachinera-Cach-AC-P%C3%A1gina-oficial/144390699008244,centroculturalhuachinera@gmail.com; cach.comunicacionsocial@gmail.com,30.20917,-108.95833,26,31,1,Sonora,Huachinera,Huachinera,http://sic.gob.mx/ficha.php?table=teatro&table_id=822,2015-02-16T18:51:18-06:00
624,233,Teatro al Aire Libre Huatabampo Sonora (IMSS),1969-08-12,Centro de Seguridad Social del IMSS,Juárez Prol. Sur s/n entre Reforma e Hidalgo,Centro,85900,(647) 426 02 74,,rosa.esquerd@imss.gob.mx,0.0,0.0,26,33,1,Sonora,Huatabampo,Huatabampo,http://sic.gob.mx/ficha.php?table=teatro&table_id=233,2009-10-22T10:13:58-05:00
625,220,Teatro Auditorio Municipal-Romeo Gómez Aguilar,1985-07-12,Ayuntamiento de Navojoa,Unidad Deportiva Faustino Félix Serna s/n,Deportiva,85860,(642) 425 63 13,http://www.navojoa.gob.mx/navojoa/c_autea.php,decnavojoa@hotmail.com,0.0,0.0,26,42,1,Sonora,Navojoa,Navojoa,http://sic.gob.mx/ficha.php?table=teatro&table_id=220,2021-04-28T07:47:43-05:00
626,159,Teatro Bodegón Cultural,1979-12-31,Instituto Tecnológico de Nogales,Av. Instituto Tecnológico 911,Col. Granja,84065,(631) 314 56 76,,,0.0,0.0,26,43,1,Sonora,Nogales,Heroica Nogales,http://sic.gob.mx/ficha.php?table=teatro&table_id=159,2010-03-05T14:17:36-06:00
627,160,Teatro Auditorio de Nogales,1996-09-16,Ayuntamiento de Nogales,Av. Alvaro Obregón 286,Centro,84000,(631) 312 41 80,,teatro.nogales@hotmail.com,31.32884,-110.94592,26,43,1,Sonora,Nogales,Heroica Nogales,http://sic.gob.mx/ficha.php?table=teatro&table_id=160,2016-07-12T16:24:53-05:00
628,766,Teatro Río Colorado,1000-01-01,Ayuntamiento de San Luis Río Colorado,Av. Madero Esq. Calle 29,Col. Burócrata,83400,(653) 534 04 57,,departamentoculturalsanluisrc@hotmail.com,0.0,0.0,26,55,1,Sonora,San Luis Río Colorado,San Luis Río Colorado,http://sic.gob.mx/ficha.php?table=teatro&table_id=766,2017-11-06T13:23:18-06:00
629,821,Teatro Jesús Ochoa,2011-07-07,,Morelos 67 esq. Lafontaine y Zaragoza,Centro,84900,(623) 232 00 50,,,0.0,0.0,26,66,1,Sonora,Ures,Heroica Ciudad de Ures,http://sic.gob.mx/ficha.php?table=teatro&table_id=821,2015-02-16T18:52:01-06:00
630,151,Teatro al Aire Libre Pedro Gutiérrez Cortés,1000-01-01,"Dirección de Educación, Cultura y  Recreación del Gobierno del Estado de Tabasco",Av. Lázaro Cárdenas s/n (Parque de la Caña),Centro,86500,(937) 372 28 11 al 16,,neftalics60@hotmail.com,0.0,0.0,27,2,1,Tabasco,Cárdenas,Cárdenas,http://sic.gob.mx/ficha.php?table=teatro&table_id=151,2010-02-12T10:50:06-06:00
631,35,Teatro Municipal de Cárdenas,1969-01-31,Ayuntamiento de Cárdenas,Zaragoza esq. Leandro Adriano,Centro,86476,(937) 372 20 39,,,,,27,2,1,Tabasco,Cárdenas,Cárdenas,http://sic.gob.mx/ficha.php?table=teatro&table_id=35,2006-11-24T09:51:05-06:00
632,37,Teatro Universitario,1974-02-22,Universidad Juárez Autónoma de Tabasco,Av. Universidad s/n,Zona de la Cultura,86040,(993) 314 11 65,http://www.ujat.mx,direccion.dsg@ujat.mx,0.0,0.0,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=37,2016-08-30T13:17:45-05:00
633,211,Espacio Escénico al Aire Libre Cristina Payán,1974-12-31,"Laboratorio de Teatro Campesino e Indígena de Tabasco, A.C.",Av. Profr. Ramón Mendoza s/n edif. Ex-Asilo de Ancianos,Col. El Recreo,86010,,,,0.0,0.0,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=211,2010-04-29T10:00:06-05:00
634,246,Teatro IMSS Villahermosa,1966-11-07,(IMSS),Av. César Augusto Sandino 102,Col. 1 de Mayo,89190,993 315 16 32,,elizabeth.floresd@imss.gob.mx,17.98371,-92.93245,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=246,2021-09-07T09:14:38-05:00
635,456,Gran Teatro de la Ciudad,1985-06-14,Gobierno del Estado de Tabasco,"Av. Arboles 304, Fracc. Kheo Vincet",Col. Petrolera,86030,(993) 315 80 74,,,0.0,0.0,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=456,2010-10-29T14:17:28-05:00
636,27,Teatro al Aire Libre del Parque de la Choca,1000-01-01,"Ayuntamiento del Centro, Coordinación General de Servicios Municipales",Prol. Paseo Tabasco esq. Av. Carlos Pellicer Cámara,"Col. Tabasco 2000, Villahermosa, ",,(993) 310 32 32 ext. 2212,,luisvazquez@tabasco.gob.mx,0.0,0.0,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=27,2010-02-18T13:52:56-06:00
637,780,Foro Laguna,2011-06-24,"Dirección de Fomento Económico y Turismo, Ayuntamiento de Centro",Av. Paseo Tabasco s/n esq. Plutarco Elías Calles	,Col. Jesús García,86040,(993) 315 40 31,,,0.0,0.0,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=780,2013-09-19T13:19:55-05:00
638,844,Teatro de Cámara Hilda del Rosario de Gómez,1991-03-01,Ayuntamiento del Centro del Estado de Tabasco,Av. Madero s/n esq. Sánchez Mármol,Centro,86000,(993) 142 05 74,https://es-la.facebook.com/AyuntamientoDeCentro/posts/753816031347044,ccvcoordinacion@hotmail.com,0.0,0.0,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=844,2015-06-25T14:14:54-05:00
639,496,Teatro de la Casa de Artes José Gorostiza,1982-01-01,"Secretaría de Cultura, Recreación y Deporte del Gobierno del Estado de Tabasco",Av. Carlos Pellicer Cámara s/n,Zona Cicom,"86000, Villahermosa",(993) 314 02 02,,,,,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=496,2007-07-03T11:28:25-05:00
640,490,Teatro del Estado Esperanza Iris,1981-12-14,Instituto Estatal de Cultura del Gobierno del Estado de Tabasco,Av. Carlos Pellicer Cámara s/n,Centro,86000,(993) 314 42 10,http://iec.tabasco.gob.mx/content/teatro-del-estado,teatrodelestado@hotmail.com,17.98041,-92.92341,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=490,2016-08-02T11:44:47-05:00
641,495,Teatro al Aire Libre del Parque Tomás Garrido Canabal,1930-01-01,Gobierno del Estado de Tabasco,Paseo Tabasco y Ruiz Cortínez,Col. García,86035,(993) 315 39 52,,,0.0,0.0,27,4,1,Tabasco,Centro,Villahermosa,http://sic.gob.mx/ficha.php?table=teatro&table_id=495,2010-04-29T10:26:30-05:00
642,550,Teatro de la Casa de Cultura José Carlos Becerra Ramos (En proceso de remodelación),1979-02-18,"Ayuntamiento de Emiliano Zapata/Dirección de Educación, Cultura y Recreación (DECUR)","Moctezuma 107, frente al parque de la Raza",Centro,86980,(934) 343 06 70,,pat_ricas@hotmail.com,0.0,0.0,27,7,1,Tabasco,Emiliano Zapata,Emiliano Zapata,http://sic.gob.mx/ficha.php?table=teatro&table_id=550,2016-07-12T08:55:59-05:00
643,28,Teatro al Aire Libre del Pueblo,1000-01-01,Ayuntamiento de Aldama,Prol. López Rayón Norte,Col. Bronswsville,69670,(836) 274 06 80,,,,,28,2,1,Tamaulipas,Aldama,Aldama,http://sic.gob.mx/ficha.php?table=teatro&table_id=28,2007-06-28T10:39:17-05:00
644,25,Teatro al Aire Libre Plaza Municipal de Aldama,1999-01-01,Ayuntamiento de Aldama,Independencia esq. Hidalgo,Centro,89670,(836) 274 02 35,,comunicacionsocial_aldamatam@hotmail.com,22.91891,-98.07329,28,2,1,Tamaulipas,Aldama,Aldama,http://sic.gob.mx/ficha.php?table=teatro&table_id=25,2014-05-27T12:55:03-05:00
645,30,Teatro al Aire Libre Plaza Municipal de Antiguo Morelos,1000-01-01,Ayuntamiento de Antiguo Morelos,Hidalgo s/n esq. Juárez,Centro,89960,831 237 01 81,,,0.0,0.0,28,4,1,Tamaulipas,Antiguo Morelos,Antiguo Morelos,http://sic.gob.mx/ficha.php?table=teatro&table_id=30,2021-10-28T07:19:14-05:00
646,32,Teatro al Aire Libre Plaza Municipal de Ciudad Madero,1000-01-01,Ayuntamiento de Ciudad Madero,Allende esq. Carranza s/n,Centro,89400,(833) 216 12 59,http://www.asipensamos.com/negocios/405021/ciudad-madero--tamaulipas/centros-de-espectaculos/teatros/teatro-al-aire-libre-plaza-municipal-de-ciudad-madero,,22.24704,-97.83817,28,9,1,Tamaulipas,Ciudad Madero,Ciudad Madero,http://sic.gob.mx/ficha.php?table=teatro&table_id=32,2014-05-30T14:04:36-05:00
647,205,Teatro IMSS Mante ,1964-10-03,Instituto Mexicano del Seguro Social (IMSS),"Blvd. Luis Echeverría 300 Sur, esq. Prol. Obregón",Zona Centro,89800,"(831) 232 11 80 ext. 41221, 41223","http://www.mexicoescultura.com/recinto/50527/Teatro%20del%20IMSS,%20Ciudad%20Mante,%20Tamaulipas.html#.U3-a2f18OM8",,22.73941,-98.96394,28,21,1,Tamaulipas,El Mante,Ciudad Mante,http://sic.gob.mx/ficha.php?table=teatro&table_id=205,2014-05-30T12:06:49-05:00
648,29,Teatro al Aire Libre Julián Carrillo,1949-06-01,Ayuntamiento de Ciudad Mante,Blvd. Manuel Cabazos Lerma 1400 Sur,Col. Independencia,89830,(831) 232 65 02,,casadeculturamante@hotmail.com,22.7335,-98.97664,28,21,1,Tamaulipas,El Mante,Ciudad Mante,http://sic.gob.mx/ficha.php?table=teatro&table_id=29,2014-05-27T12:52:17-05:00
649,13,Teatro al Aire Libre del Museo de Arte Contemporáneo,1969-07-19,Instituto Tamaulipeco para la Cultura y las Artes,Av. Constitución s/n esq. Quinta,Col. Jardín,87330,(868) 813 14 99,,,25.88591,-97.50364,28,22,1,Tamaulipas,Matamoros,Heroica Matamoros,http://sic.gob.mx/ficha.php?table=teatro&table_id=13,2017-03-30T12:28:20-06:00
650,298,Teatro de la Reforma,1865-11-08,Instituto Matamorense para la Cultura y las Artes  (IMACULTA) ,Calle 6a. s/n esq. Abasolo,Centro,89300,(868) 812 51 20 y 21,https://www.facebook.com/TeatroReforma,teatrodelareforma@matamoros.gob.mx,25.88131,-97.50461,28,22,1,Tamaulipas,Matamoros,Heroica Matamoros,http://sic.gob.mx/ficha.php?table=teatro&table_id=298,2018-03-14T09:30:10-06:00
651,42,Teatro de Bolsillo Alfredo Jalife Borrego (Cerrado por restauración),1975-11-01,Instituto Regional de Bellas Artes de Matamoros (IRBAM),Calle 8 entre Iturbide e Hidalgo,Centro,87360,868 813 51 94,,bellasartes@matamoros.gob.mx,25.88744,-97.50721,28,22,1,Tamaulipas,Matamoros,Heroica Matamoros,http://sic.gob.mx/ficha.php?table=teatro&table_id=42,2021-09-22T11:34:10-05:00
