,Nombre,Temática,Adscripción,Página web,Entidad,Municipio
534,Museo de las Siete Regiones,,Secretaría de Cultura de Guerrero/Complejo Cultural Siete Regiones,,Guerrero,Acapulco de Juárez
535,Museo Histórico de Acapulco Fuerte de San Diego,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/300-museo-historico-de-acapulco-fuerte-de-san-diego,Guerrero,Acapulco de Juárez
536,Museo de Sitio de la Zona Arqueológica de Palma Sola,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/36-zona-arqueologica-de-palma-sola,Guerrero,Acapulco de Juárez
537,Museo  Comunitario Plan de Ayutla,Historia,,,Guerrero,Ayutla de los Libres
538,Museo de la Costa Chica de Azoyú,,Ayuntamiento de Azoyú,,Guerrero,Azoyú
539,Museo Comunitario Irineo Germán,Arqueología,Secretaría de Educación Pública de Guerrero,,Guerrero,Azoyú
540,Museo Comunitario Afromexicano,Antropología,"Fundación Afromexicana, A.C.",,Guerrero,Azoyú
541,Museo de las Culturas Afromestizas Vicente Guerrero Saldaña,Antropología,"Comité Pro-Museo Cuaji, A.C.",,Guerrero,Cuajinicuilapa
542,Museo de la Ballena Punta Maldonado,,Ayuntamiento de Cuajinicuilapa,http://ayuntamientocuajinicuilapa.gob.mx/museo-de-la-ballena-el-faro/,Guerrero,Cuajinicuilapa
543,La Avispa Museo Interactivo,Ciencia y tecnología,"Secretaría de Desarrollo Social, Gobierno del Estado de Guerrero",http://www.museolaavispa.org,Guerrero,Chilpancingo de los Bravo
544,Museo José Juárez,,Universidad Autónoma de Guerrero,,Guerrero,Chilpancingo de los Bravo
545,Museo Regional de Guerrero,Arqueología,Secretaría de Cultura/INAH,https://inah.gob.mx/en/boletines/3765-museo-regional-de-guerrero,Guerrero,Chilpancingo de los Bravo
546,Museo Universitario de Arte Contemporáneo ,,Universidad Autónoma de Guerrero,https://museodeartecontemporaneo.negocio.site/?hl=es,Guerrero,Chilpancingo de los Bravo
547,Sala Introductoria de Tehuacalco,Arqueología,Secretaría de Cultura/INAH/,https://www.inah.gob.mx/red-de-museos/308-sala-introductoria-de-la-zona-arqueologica-de-tehuacalco,Guerrero,Chilpancingo de los Bravo
548,Museo Histórico Cultural Michi-Tecutli,Historia,Ayuntamiento de General Canuto A. Neri,,Guerrero,General Canuto A. Neri
549,Museo Comunitario Renacimiento Indígena,Historia,Ayuntamiento de Huamuxtitlán,,Guerrero,Huamuxtitlán
550,Museo de la Bandera y Santuario de la Patria,Historia,Secretaría de Cultura de Guerrero,,Guerrero,Iguala de la Independencia
551,Museo del Ferrocarril y del Telégrafo de Iguala,Historia,Ayuntamiento de Iguala de la Independencia/Desarrollo Social,,Guerrero,Iguala de la Independencia
552,Museo Histórico de Ixcateopan,Arqueología,Ayuntamiento de Ixcateopan,http://www.ixcateopandecuauhtemoc.gob.mx/,Guerrero,Ixcateopan de Cuauhtémoc
553,Museo de Santa María de la Asunción,,Ayuntamiento de Ixcateopan de Cuauhtémoc,,Guerrero,Ixcateopan de Cuauhtémoc
554,Museo Arqueológico de la Costa Grande,,Ayuntamiento de Zihuatanejo,,Guerrero,Zihuatanejo de Azueta
555,Museo Comunitario de Cochoapa,Arqueología,Comunitario independiente,,Guerrero,Ometepec
556,Museo Comunitario Escolar Santa María Asunción,,,,Guerrero,Ometepec
557,Museo de Sitio Xihuacan,Arqueología,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/309-museo-de-sitio-de-la-zona-arqueologica-de-soledad-maciel-o-museo-de-sitio-xihuacan,Guerrero,Petatlán
558,Museo de Arte Virreinal de Taxco,Arte,Secretaría de Turismo del Estado de Guerrero,,Guerrero,Taxco de Alarcón
559,Museo William Spratling,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/301-museo-william-spratling,Guerrero,Taxco de Alarcón
560,Museo Comunitario Hipólito Mora Aparicio,,,https://www.facebook.com/Museo-Comunitario-Hip%C3%B3lito-Mora-Aparicio-1414236595547160/,Guerrero,Tecoanapa
561,Museo Municipal Gral. Jesús H. Salgado ,TND,Ayuntamiento de Teloloapan,,Guerrero,Teloloapan
562,Casa Museo Ignacio M. Altamirano,Historia,Ayuntamiento de Tixtla de Guerrero,http://guerrero.gob.mx/articulos/museos/,Guerrero,Tixtla de Guerrero
563,Museo Comunitario Indígena  Tlappan,Antropología,Dirección General de Educación Indígena/Secretaría de Educación Pública de Guerrero,,Guerrero,Tlapa de Comonfort
564,Museo Regional Lázaro Cárdenas,TND,,http://www.alumnosonline.com/museos/guerrero-12.html,Guerrero,Tlapehuala
565,Museo de Arte y Cultura Indígena,Arte,,,Guerrero,Zitlala
566,Museo de sitio de la Zona Arqueológica de La Organera Xochipala,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/43-zona-arqueologica-de-organera-xochipala,Guerrero,Eduardo Neri
567,Museo Arqueológico de Acaxochitlán,Arqueología,"Patronato de Acaxochitlán para la Conservación del Patrimonio, Cultural e Histórico, A.C.",http://alvavi.blogspot.mx/2011/05/el-museo-arqueologico-de-acaxochitlan.html,Hidalgo,Acaxochitlán
568,Museo del Exconvento de San Nicolás de Tolentino ,Arte,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,,Hidalgo,Actopan
569,Museo Comunitario Ajacuba,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-comunitario-ajacuba/,Hidalgo,Ajacuba
570,Museo Comunitario El Jagüey,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-municipal-museo-el-jaguey/,Hidalgo,Atotonilco el Grande
571,Museo Comunitario de la Cultura Otomí de Huitexcalco,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-de-la-cultura-otomi-de-huitexcalco/,Hidalgo,Chilcuautla
572,Museo  del  Ex Convento de San Andrés Apóstol   ,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/442-ex-convento-de-san-andres-apostol-en-epazoyucan,Hidalgo,Epazoyucan
573,Museo Comunitario de La Labranza,Arqueología,"Museo Comunitario de La Labranza, A.C.",pam1323@hotmail.com,Hidalgo,Francisco I. Madero
574,Museo de Arqueología e Historia de Huichapan,Arqueología,"Red Estatal de Museos del Consejo Estatal para la Cultura y las Artes de Hidalgo, Instituto Huichapense de Cultura",,Hidalgo,Huichapan
575,Museo Regional de la Cultura Hñähñu,Antropología,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/museo-de-la-cultura-hnahnu/,Hidalgo,Ixmiquilpan
576,Museo del Paste,,,,Hidalgo,Mineral del Monte
577,Museo Casa Grande,,Universidad Autónoma del Estado de Hidlago,https://www.uaeh.edu.mx/adminyserv/gesuniv/div_ext/museo_casa_grande/historia.html,Hidalgo,Mineral del Monte
578,Museo de Medicina Laboral,Ciencia y tecnología,"Archivo Histórico y Museo de Minería, A.C. ",,Hidalgo,Mineral del Monte
579,Museo de Sitio Mina de Acosta,Ciencia y tecnología,"Archivo Histórico y Museo de Minería, A.C. ",,Hidalgo,Mineral del Monte
580,Museo de Sitio y Centro de Interpretación Mina La Dificultad ,Ciencia y tecnología,"Archivo Histórico y Museo de Minería, A.C. ",,Hidalgo,Mineral del Monte
581,Museo Comunitario de Maravillas,Arqueología,"Casa de la Cultura de Maravillas, Hidalgo A.C.",,Hidalgo,Nopala de Villagrán
582,Museo Interactivo para la Niñez y Juventud Hidalguense El Rehilete,Ciencia y tecnología,Secretaría de Educación Pública del Estado de Hidalgo,http://www.museoelrehilete.org.mx ,Hidalgo,Pachuca de Soto
583,Museo Salón de la Fama,,"Museo Salón de la Fama, A.C.",,Hidalgo,Pachuca de Soto
584,Museo de Mineralogía de la Universidad Autónoma del Estado de Hidalgo,Ciencia y tecnología,Universidad Autónoma del Estado de Hidalgo/División de Extensión de la Cultura de la UAEH/Centro de Investigaciones en Ciencias de la Tierra,,Hidalgo,Pachuca de Soto
585,Museo de Minería,Ciencia y tecnología,"Archivo Histórico y Museo de Minería, A.C. ",,Hidalgo,Pachuca de Soto
586,Museo de la Fotografía,Arte,Secretaría de Cultura/INAH/Sistema Nacional de Fototecas ,https://difusion.inah.gob.mx/sinafo/museo-de-la-fotografia.html,Hidalgo,Pachuca de Soto
587,"Sala San Francisco Arte e Historia, un enfoque en el tiempo",,Secretaría de Cultura/INAH,https://www.centrohidalgo.inah.gob.mx/component/content/article/1-sitios/7-francisco,Hidalgo,Pachuca de Soto
588,Museo Centro Interactivo Mundo Futbol,,"Centro Interactivo Mundo Futbol, S.A. de C.V.",https://mundofutbol.com/,Hidalgo,Pachuca de Soto
589,Museo de Miniaturas,,"Museo de Miniaturas, A.C.",,Hidalgo,Pachuca de Soto
590,Museo Hääi Gä Ñahñu,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,,Hidalgo,Santiago de Anaya
591,Museo Arqueológico de Zazacuala ,Arqueología,Centro Nacional para la Preservación  del Acervo Cultural Ferrocarrilero,,Hidalgo,Santiago Tulantepec de Lugo Guerrero
592,Museo Municipal Mäzofo,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-municipal-mazofo/,Hidalgo,Tecozautla
593,Museo de sitio de la Zona Arqueológica de Pahñu,,Secretaría de Cultura/INAH,https://www.inah.gob.mx/zonas/57-zona-arqueologica-panhu,Hidalgo,Tecozautla
594,Museo Nacional del Maguey y el Pulque,Especializado,"Amigos del Museo Nacional del Maguey y el Pulque, A. C.",http://cultura.hidalgo.gob.mx/infraestructura/comunitario-museo-de-maguey-y-el-pulque/,Hidalgo,Tepeapulco
595,"Museo Fray Bernardino de Sahagún, ex Convento de San Francisco en Tepeapulco",Arqueología,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/274-ex-convento-de-tepeapulco,Hidalgo,Tepeapulco
596,Museo Comunitario y Archivo Histórico de la Casa de Cultura de Tepeapulco,Arqueología,Ayuntamiento de Tepeapulco,,Hidalgo,Tepeapulco
597,Museo de Tepeji del Río,Arqueología,"Secretaría de Cultura del Estado de Hidalgo, Ayuntamiento de Tepeji del Río de Oc",,Hidalgo,Tepeji del Río de Ocampo
598,Museo Prehispánico Religioso Fe y Cultura,Arte,Parroquia San Pedro Apóstol,,Hidalgo,Villa de Tezontepec
599,Museo Comunitario Tetetzontlilco,Arqueología,"Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",,Hidalgo,Tizayuca
600,Museo Comunitario de Tolcayuca,Historia,"Ayuntamiento de Tolcayuca, Dirección de Cultura",,Hidalgo,Tolcayuca
601,Sala de Interpretación Guadalupe Mastache (Cerrado temporalmente),Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/index.php?option=com_content&view=article&id=5905,Hidalgo,Tula de Allende
602,Museo Sala Histórica Quetzalcóatl ,Arqueología,Ayuntamiento de Tula/ Dirección de Educación y Cultura,,Hidalgo,Tula de Allende
603,Museo de Datos Históricos,Historia,Ayuntamiento de Tulancingo de Bravo,,Hidalgo,Tulancingo de Bravo
604,Museo de El Santo,Historia,Ayuntamiento de Tulancingo de Bravo,,Hidalgo,Tulancingo de Bravo
605,Museo de Aeronáutica Hashamayin,,,,Hidalgo,Tulancingo de Bravo
606,Museo del Ferrocarril de Tulancingo,Historia,Ayuntamiento de Tulancingo de Bravo,http://www.tulancingocultural.cc/historico/museoferrocarril/index.htm,Hidalgo,Tulancingo de Bravo
607,Museo Comunitario Iluikatlachiyalistli (Observador de cielo),Arqueología,"Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",,Hidalgo,Yahualica
608,Museo Regional de la Sierra Alta de Zacualtipán,Historia,Secretaría de Cultura del Estado de Hidalgo,http://cultura.hidalgo.gob.mx/infraestructura/museo-regional-de-la-sierra-alta-de-zacualtipan/,Hidalgo,Zacualtipán de Ángeles
609,Museo Felipe Ángeles,Historia,Srcretaría de Cultura del Estado de Hidalgo,http://cultura.hidalgo.gob.mx/infraestructura/museo-general-felipe-angeles/,Hidalgo,Zacualtipán de Ángeles
610,Museo Comunitario Tonatiuh,Arqueología,"Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",,Hidalgo,Zempoala
611,Museo Comunitario Tzacualli,Arqueología,"Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",http://cultura.hidalgo.gob.mx/infraestructura/museo-comunitario-tzacualli/,Hidalgo,Zempoala
612,Museo de la Minería de Zimapán,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-de-mineria-zimapan/,Hidalgo,Zimapán
613,Museo Dr. Leonardo Oliva,Arqueología,Casa de la Cultura/Ayuntamiento de Ahualulco de Mercado,,Jalisco,Ahualulco de Mercado
614,Museo de las Ciencias Naturales de la Cuenca de Sayula,Ciencia y tecnología,"Casa de la Cultura/UG, Centro Universitario de Ciencias Biológicas y Agropecuarias (CUCBA)",,Jalisco,Amacueca
615,Museo interpretativo del paisaje agavero y las antiguas tabernas de Amatitán,,Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Amatitán
616,Museo Regional de Arqueología y Paleontología Profr. Filemón Gutiérrez Ramírez,Arqueología,Ayuntamiento de Ameca/Centro Cultural Hilarión Romero Gil,,Jalisco,Ameca
617,Museo de Sitio Sauz de Cajigal (MUSAC),Arqueología,"Asociación Civil Museo Sauz de Cajigal, A.C.",,Jalisco,Arandas
618,Museo Interpretativo de Paisaje Agavero El Arenal,,Secretaría de Cultura del Estado de Jalisco,,Jalisco,El Arenal
619,Museo Comunitario Atenquílitl,Arqueología,Ayuntamiento de Atenguillo,,Jalisco,Atenguillo
620,Museo y Centro Regional de las Artes,Historia,Secretaría de Cultura del Gobierno del Estado de Jalisco,http://www.jalisco.gob.mx/es/prensa/actividades/9489,Jalisco,Autlán de Navarro
621,Casa Museo La Moreña,Arte,Centro Cultural La Moreña/Secretaría de Cultura del Gobierno del Estado de Jalisco,https://sc.jalisco.gob.mx/patrimonio/casas-de-la-cultura/casa-de-la-cultura-la-morena,Jalisco,La Barca
622,Chiconaui Museo Arqueológico de Portezuelo,Arqueología,Ayuntamiento de La Barca,,Jalisco,La Barca
623,Museo Comunitario Tlalchitonatiuh,Arqueología,"Tlalchitonatiuh, A.C.",https://www.facebook.com/pages/Museo-Comunitario-Tlalchitonatiuh/401769213247804,Jalisco,Casimiro Castillo
624,Museo Arqueológico de Ciudad Guzmán,Arqueología,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/268-museo-arqueologico-de-ciudad-guzman,Jalisco,Zapotlán el Grande
625,Museo de Sitio Juan José Arreola,Historia,Casa Taller Literario/Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Zapotlán el Grande
626,Museo de Sitio Cocula es el Mariachi,Arte,Ayuntamiento de Cocula,,Jalisco,Cocula
627,Museo Hacienda La Sauceda,Historia,Particular,,Jalisco,Cocula
628,Museo Tomás Bobadilla Acosta,Ciencia y tecnología,"Unión de Pueblos de Manantlán, A.C.",,Jalisco,Cuautitlán de García Barragán
629,Sala de Arqueología del Centro Cultural J. Jesús González Gallo,Arqueología,Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Chapala
630,Museo de la Cantera a Cielo Abierto,Arte,Ayuntamiento de Degollado,,Jalisco,Degollado
631,Museo San Rodrigo Aguilar,Historia,Seminario de Ejutla,,Jalisco,Ejutla
632,Museo Cristero /Centro de Estudios Cristeros Alfredo Hernández Quezada,Historia,Ayuntamiento de Encarnación de Díaz,https://sc.jalisco.gob.mx/patrimonio/museos/museo-cristero-centro-de-estudios-cristeros-alfredo-hernandez-quezada,Jalisco,Encarnación de Díaz
633,Museo de Las Ánimas ,Antropología,Ayuntamiento de Encarnación de Díaz,,Jalisco,Encarnación de Díaz
634,Museo Oaxicar,Arqueología,Ayuntamiento de EtzatlánCasa de la Cultura,,Jalisco,Etzatlán
635,Museo Histórico de Guachinango,Historia,Ayuntamiento de Guachinango/Casa de la Cultura,,Jalisco,Guachinango
636,Museo  de Sitio del Palacio de Gobierno,Historia,Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Guadalajara
637,Museo del Periodismo y las Artes Gráficas (MUPAG),Arte,Secretaría de Cultura de Ayuntamiento de Guadalajara ,https://sc.jalisco.gob.mx/patrimonio/museos/museo-del-periodismo-y-las-artes-graficas-casa-de-los-perros,Jalisco,Guadalajara
638,Museo de Cera de Guadalajara,Especializado,"Atracciones Culturales de Occidente, S.A. de C.V.",http://www.museodecera.com.mx/,Jalisco,Guadalajara
639,Museo de las Artes ,Arte,Universidad de Guadalajara,https://www.musaudg.mx/,Jalisco,Guadalajara
640,Museo Panteón de Belén,Arte,Secretaría de Cultura del Ayuntamiento de Guadalajara,,Jalisco,Guadalajara
641,Museo de la Ciudad de Guadalajara,Historia,Secretaría de Cultura  de Guadalajara,,Jalisco,Guadalajara
642,"Museo del Ejército y Fuerza Aérea, Cuartel Colorado",Historia,"Secretaría de la Defensa Nacional (SEDENA), Dirección General de Arhivo e Historia",http://www.gob.mx/sedena/acciones-y-programas/museo-del-ejercito-y-fuerza-aerea-cuartel-colorado,Jalisco,Guadalajara
643,Museo de las Artes Populares de Jalisco,Arte,Secretaría de Cultura del Gobierno del Estado de Jalisco,https://sc.jalisco.gob.mx/patrimonio/museos/museo-de-las-artes-populares-de-jalisco,Jalisco,Guadalajara
644,"Globo, Museo de la Niñez de Guadalajara",Ciencia y tecnología,Ayuntamiento de Guadalajara/ Secretaría de Cultura del Estado de jalisco,,Jalisco,Guadalajara
645,Museo Palacio Ocampo,,"Exposiciones Sin Fronteras, A.C.",,Jalisco,Guadalajara
646,Museo de Arqueología de Occidente ,Arqueología,Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Guadalajara
647,Museo de Ciencia y Tecnología Guillermo Santoscoy Gómez,Ciencia y tecnología,"Laboratorio Unidad de Patología Clínica, S.C.",http://www.upc.com.mx/pages/laboratorio/museo,Jalisco,Guadalajara
648,"Museo del Radio, Orígenes y Bulbos ",,,,Jalisco,Guadalajara
649,Museo de Ripley Aunque Ud. No lo Crea¡¡¡ de Guadalajara,Especializado,"Atracciones Culturales de Occidente, S.A. de C.V.",,Jalisco,Guadalajara
650,Planetario y Centro Interactivo Lunaria ,,Gobierno del Estado de Jalisco,http://www.planetariojalisco.com/,Jalisco,Guadalajara
651," Museo de Sitio,Galería de Juristas y Legisladores Jaliscienses ",Historia,Poder Legislativo del Estado de Jalisco,,Jalisco,Guadalajara
652,Museo Regional de Guadalajara,Antropología,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/204-museo-regional-de-guadalajara,Jalisco,Guadalajara
653,Museo de la Historia de la Medicina,Historia,"Asociación Cultural del Antiguo Hospital Civil de Guadalajara Fray  Antonio Alcalde, A.C.",,Jalisco,Guadalajara
654,Museo de Arte Raúl Anguiano (MURA),Arte,Secretaría de Cultura del Ayuntamiento de Guadalajara,,Jalisco,Guadalajara
655,Instituto Cultural Cabañas,Arte,Secretaría de Cultura del Gobierno del Estado de Jalisco,https://sc.jalisco.gob.mx/patrimonio/museos/instituto-cultural-cabanas,Jalisco,Guadalajara
656,Casa Museo López Portillo,Arte,Secretaría de Cultura del Ayuntamiento de Guadalajara,,Jalisco,Guadalajara
657,Museo de Paleontología de Guadalajara Federico A. Solórzano Barreto,Ciencia y tecnología,Ayuntamiento de Guadalajara / Secretaría de Cultura Municipal,https://sc.jalisco.gob.mx/patrimonio/museos/museo-de-paleontologia-de-guadalajara,Jalisco,Guadalajara
658,Tatuutsima Museo Comunitario de Arqueología e Historia,Antropología,"Tatuutsima, A.C.",http://tatuutsima.blogspot.mx/,Jalisco,Huejuquilla el Alto
659,Museo de Historia Local Jalostotitlán,Historia,Ayuntamiento de Jalostotitlán,,Jalisco,Jalostotitlán
660,Museo Tlatelli,Historia,Ayuntamiento de Jesús María/Dirección de Cultura y Turismo,,Jalisco,Jesús María
661,Museo Municipal Papantzin,Historia,Ayuntamiento de Juanacatlán,,Jalisco,Juanacatlán
662,Museo de Arte Sacro de Lagos de Moreno,Arte,Secretaría de Cultura del Gobierno del Estado de Jalisco/Ayuntamiento de Lagos de Moreno/ Diósesis de San Juan de Los Lagos,,Jalisco,Lagos de Moreno
663,"Museo Casa Agustín Rivera, Altos de Jalisco",Historia,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/205-museo-casa-agustin-rivera-altos-de-jalisco,Jalisco,Lagos de Moreno
