,Nombre,Temática,Adscripción,Página web,Entidad,Municipio,Puntaje,Cantidad de comentarios
1095,Museo de Ciencia el Péndulo de Foucault Concyteq,,Centro Educativo y Cultural de Estado de Querétaro,https://www.museodelpendulo.org/,Querétaro,Querétaro,3.8,12
1096,Museo Indígena Querétaro,Arte,Centro De Desarrollo Artesanal Indígena,http://recintosculturalesqro.gob.mx/?p=106,Querétaro,Querétaro,4.6,543
1097,Museo de la Restauración de la República,Historia,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/28,Querétaro,Querétaro,4.6,244
1098,Museo de Arte Sacro,Arte,Patronato del Museo,http://museodeartesacroqro.org/,Querétaro,Querétaro,4.5,1418
1099,Museo de la Marca,,,http://museodelamarca.com/,Querétaro,Querétaro,2.7,7
1100,Museo de La Estudiantina,,Universidad Autónoma de Querétaro/Centro Cultural Independencia,,Querétaro,Querétaro,NaN,0
1101,Museo del Cerro de las Campanas,Temática no determinada,Instituto de Cultura del Municipio de Querétaro,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/89,Querétaro,Querétaro,NaN,0
1102,Museo del Calendario (Mucal) ,Arte,Calendarios Landín,http://mucal.mx/,Querétaro,Querétaro,4.7,1449
1103,Museo de Arte de Querétaro,Arte,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/8,Querétaro,Querétaro,4.7,1253
1104,Museo de Arte Contemporáneo Querétaro,Arte,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,,Querétaro,Querétaro,4.6,1020
1105,Museo Casa de la Zacatecana,Arte,"Museo Casa de la Zacatecana, A.C.",http://www.museolazacatecana.com/,Querétaro,Querétaro,4.6,1786
1106,Museo de la Ciudad ,Arte,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/4,Querétaro,Querétaro,4.5,1528
1107,Museo Fundación Santiago Carbonell,Arte,"Fundación Santiago Carbonell, Amigos del Museo Santiago Carbonell, A.C.",http://museosantiagocarbonell.com/,Querétaro,Querétaro,4.8,345
1108,Museo de los Conspiradores,Historia,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,,Querétaro,Querétaro,4.6,581
1109,Museo Regional de Querétaro,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/zonas/121-museo-regional-de-queretaro,Querétaro,Querétaro,4.7,1961
1110,Museo de Sitio de Santa Rosa de Viterbo,Historia,Gobierno del Estado de Querétaro/Secretaría de Cultura,http://culturaqueretaro.gob.mx/iqca/sitio/Eventoscontroller/evento/969,Querétaro,Querétaro,4.7,7227
1111,Museo de Ciencias XIMHAI,Temática no determinada,Universidad Autónoma de Querétaro,https://museoximhai.uaq.mx/,Querétaro,Querétaro,4.9,16
1112,Museo Comunitario Mineral de San Joaquín,Arqueología,Dirección de Turismo del Ayuntamiento de San Joaquin,,Querétaro,San Joaquín,5.0,2
1113,Museo Interactivo de Cultura del Agua,,Junta de Agua Potable y Alcantarillado Municipal,https://www.japam.gob.mx/,Querétaro,San Juan del Río,3.4,26
1114,Museo del Nacimiento,,Privado,,Querétaro,San Juan del Río,4.7,134
1115,Museo de la Muerte,Historia,Ayuntamiento de San Juan del Río,,Querétaro,San Juan del Río,4.5,975
1116,Museo México me Encanta. Tradiciones mexicanas en miniatura,Arte,Particular,,Querétaro,Tequisquiapan,4.8,557
1117,Museo del Queso y el Vino Tierra de Alonso,,Particular,http://www.tierradealonso.com/,Querétaro,Tequisquiapan,4.3,299
1118,Museo Comunitario Ya Nfadi Ya Ñohño (Los conocimientos de los otomíes),Antropología,Unión Estatal de Museos Comunitarios del Estado de Querétaro,,Querétaro,Tolimán,NaN,0
1119,Museo de la Isla de Cozumel,Ciencia y tecnología,"Fundación de Parques y Museos de Cozumel, Quintana Roo, A.C.",,Quintana Roo,Cozumel,4.5,802
1120,Museo Maya Santa Cruz Xbáalam Naj,Arte,Secretaría de Cultura de Quintana Roo/Ayuntamiento de Felipe Carrillo Puerto,,Quintana Roo,Felipe Carrillo Puerto,4.5,46
1121,Museo de la Guerra de Castas,Historia,Instituto de la Cultura y las Artes de Quintana Roo,http://zonamaya.qroo.gob.mx/museo-de-la-guerra-de-castas/,Quintana Roo,Felipe Carrillo Puerto,4.5,307
1122,Museo de la Ciudad de Chetumal,Historia,Instituto de la Cultura y las Artes de Quintana Roo,http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=105&Itemid=27&lang=es,Quintana Roo,Othón P. Blanco,4.4,205
1123,Museo Maqueta de Payo Obispo,Historia,Instituto de la Cultura y las Artes de Quintana Roo,,Quintana Roo,Othón P. Blanco,NaN,0
1124,Museo de la Cultura Maya,Arqueología,Instituto de la Cultura y las Artes de Quintana Roo,http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=89&Itemid=55&lang=es,Quintana Roo,Othón P. Blanco,4.3,2050
1125,Museo Maya de Cancún,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/313-museo-maya-de-cancun,Quintana Roo,Benito Juárez,4.5,4964
1126,Museo Subacuático de Arte (MUSA),Arte,Asociación de Náuticos de Cancún,http://musamexico.org/es/,Quintana Roo,Benito Juárez,4.4,556
1127,Museo Comunitario  Casa Maya,Historia, Dirección de Ecología Municipal/ Ayuntamiento de Benito Juárez,,Quintana Roo,Benito Juárez,NaN,0
1128,Museo Regreso al Pasado,,Hotel Azul Sensatori,http://backtothepast.com.mx/esp/index.html,Quintana Roo,Benito Juárez,NaN,0
1129,Museo del Agua Ch’ooj K’uun (Oro azul),Ciencia y tecnología,"Complejo Científico, Tecnológico y Cultural Planetario Cancún Ka’ Yok’",https://www.planetariodecancun.org/museodelagua,Quintana Roo,Benito Juárez,4.1,30
1130,Planetario de Cancún Ka´ Yok´,Ciencia y tecnología,CONACYT,https://www.planetariodecancun.org/domo,Quintana Roo,Benito Juárez,4.4,174
1131,Museo La Casa del Arte Popular Mexicano de Xcaret ,Arte,"Hacienda Henequera/Flora, Fauna y Cultura de México, A.C.",http://www.xcaret.com.mx/hacienda-henequenera,Quintana Roo,Solidaridad,4.7,31
1132,Sayab. Planetario de Playa del Carmen,Ciencia y tecnología,Red de Observatorios Astronómicos de Quintana Roo,http://www.planetariodeplayadelcarmen.org/,Quintana Roo,Solidaridad,4.7,104
1133,Museo Frida Khalo,,Fundacion Frida Khalo,,Quintana Roo,Solidaridad,4.3,828
1134,Museo de Rescates Subacuáticos ,Arqueología,Centro de Estudios y Deportes Acuáticos de México (CEDAM),,Quintana Roo,Solidaridad,NaN,0
1135,Museo de Sitio de la Zona Arqueológica de Cobá,,Secretaría de Cutura/INAH,,Quintana Roo,Tulum,4.8,13018
1136,Museo del Fuerte de Bacalar,Historia,Instituto de la Cultura y las Artes de Quintana Roo,http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=123&Itemid=56&lang=es,Quintana Roo,Bacalar,4.6,12900
1137,Museo Julián Carrillo,Especializado,Municipio de Ahualulco,,San Luis Potosí,Ahualulco,NaN,0
1138,Museo Parroquial Padre José Robledo,Historia,Parroquia de la Purísima Concepción,http://www.catorce-slp.gob.mx/2018-2021/,San Luis Potosí,Catorce,4.2,10
1139,Museo de Ciudad del Maíz,Historia,"El Gran Lente, A.C.",,San Luis Potosí,Ciudad del Maíz,NaN,0
1140,Museo Maam Ts´itsin Inik (Dios Hombre-Pájaro),Antropología,Comunitario,,San Luis Potosí,Tancanhuitz,NaN,0
1141,Museo de las Culturas de la Huasteca Potosina Tamuantzán,Arqueología,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí/Centro Cultural de la Huasteca,,San Luis Potosí,Ciudad Valles,4.3,259
1142,Museo Regional Huasteco,Arqueología,"Patronato del Museo Regional Huasteco, A.C.",,San Luis Potosí,Ciudad Valles,4.3,139
1143,Museo de Arte Sacro San Pedro de Guadalcázar,Especializado,Patronato de la Parroquia de Guadalcázar,,San Luis Potosí,Guadalcázar,3.3,3
1144,Museo Comunitario Caich,Antropología,"Caich, Asociación Civil",,San Luis Potosí,Huehuetlán,NaN,0
1145,Museo de las Culturas de Matehuala,Historia,Ayuntamiento de Matehuala,,San Luis Potosí,Matehuala,NaN,0
1146,Museo de Historia Natural José Vilet Brullet ,Especializado,Particular,http://zoologicosanluispotosi.blogspot.com/,San Luis Potosí,Mexquitic de Carmona,NaN,0
1147,Museo Municipal Profesor Miguel Ángel Herrera Bravo,Especializado,"Ayuntamiento de Rayón, Departamento de Cultura",http://www.rayonslp.com/museohistorico.html,San Luis Potosí,Rayón,NaN,0
1148,Museo Regional del Rioverde,Historia,Programa Nacional de Museos Comunitarios,,San Luis Potosí,Rioverde,4.4,121
1149,Museo Interactivo Colibrí,Ciencia y tecnología,Gobierno Municipal de Rioverde,,San Luis Potosí,Rioverde,3.9,284
1150,Museo de Sitio de Salinas,Historia,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,,San Luis Potosí,Salinas,NaN,0
1151,Museo Francisco Cossío,Arte,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://culturaslp.gob.mx/museo-francisco-cossio/,San Luis Potosí,San Luis Potosí,4.6,402
1152,Museo de Tauromaquia,Especializado,"Centro Taurino Potosino, S.C.P.A.",,San Luis Potosí,San Luis Potosí,4.4,192
1153,Museo Regional Potosino,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/217-museo-regional-potosino,San Luis Potosí,San Luis Potosí,4.6,284
1154,Museo de Sitio Edificio Central UASLP,Especializado,Universidad Autónoma de San Luis Potosí,,San Luis Potosí,San Luis Potosí,5.0,0
1155,Pinacoteca de Centro de Difusión Cultural Raúl Gamboa,,Instituto Potosino de Bellas Artes/Secretaría de Cultura de San Luis Potosí,,San Luis Potosí,San Luis Potosí,4.5,237
1156,Museo Leonora Carrington,Especializado,Centro de las Artes de San Luis Potosí/Secretaría de Cultura de San Luis Potosí,https://www.leonoracarringtonmuseo.org/slp,San Luis Potosí,San Luis Potosí,4.8,1828
1157,Museo de Arte Religioso,Historia,El Atrio Restaurante,,San Luis Potosí,San Luis Potosí,NaN,0
1158,Museo Nacional de la Máscara,Arte,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,,San Luis Potosí,San Luis Potosí,4.6,2524
1159,Museo Federico Silva. Escultura Contemporánea,Arte,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.museofedericosilva.org,San Luis Potosí,San Luis Potosí,4.7,879
1160,Museo de Arte Contemporáneo (MAC),Especializado,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.macsanluispotosi.com ,San Luis Potosí,San Luis Potosí,4.6,1008
1161,Museo del Virreinato ,Especializado,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.museodelvirreinato.mx,San Luis Potosí,San Luis Potosí,4.5,310
1162,Museo del Ferrocarril Jesús García Corona. Héroe de Nacozari,Historia,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.museodelferrocarril.gob.mx,San Luis Potosí,San Luis Potosí,4.5,4730
1163,Planetario del Parque Tangamanga,Especializado,SNTE,,San Luis Potosí,San Luis Potosí,3.9,20
1164,Museo Laberinto de las Ciencias y las Artes,Ciencia y tecnología,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.museolaberinto.com/,San Luis Potosí,San Luis Potosí,4.7,5429
1165,Museo Othoniano. Casa de Othón,Especializado,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,,San Luis Potosí,San Luis Potosí,4.5,77
1166,Museo de los Exvotos del Sr. del Saucito,Arte,Parroquia del Santuario de Nuestro Señor de Burgos del Saucito,,San Luis Potosí,San Luis Potosí,4.3,81
1167,Museo Interactivo de Tecnología Aplicada (MITA),Especializado,Facultad de Ingeniería/ Universidad Autónoma de San Luis Potosí,,San Luis Potosí,San Luis Potosí,NaN,0
1168,Museo Leonora Carrington Xilitla,Arte,Secretaría de Cultura de San Luis Potosí,https://www.leonoracarringtonmuseo.org/xilitla/,San Luis Potosí,Xilitla,4.6,775
1169,Museo Regional del Valle del Fuerte,Arqueología,Instituto Sinaloense de Cultura,,Sinaloa,Ahome,4.5,188
1170,Sala de arqueología  de la Casa de la Cultura Profesor Conrado Espinosa,Arte,Municipio de Ahome,,Sinaloa,Ahome,4.6,109
1171,Trapiche. Museo Interactivo,Ciencia y tecnología,"Patronato de Impulsora de la Cultura y de las Artes, I.A.P.",http://www.trapiche.org.mx/,Sinaloa,Ahome,4.7,1339
1172,Museo Comunitario de la Villa de Ahome,Arqueología,"Instituto Sinaloense de Cultura/Ecomuseos de Sinaloa, A.C.",,Sinaloa,Ahome,NaN,0
1173,Museo Comunitario San Miguel Zapotitlán,Historia,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C., Ayuntamiento de Ahome",,Sinaloa,Ahome,NaN,0
1174,Museo Minero de Copala,Historia,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C.<br>Ayuntamiento de Concordia",,Sinaloa,Concordia,4.4,204
1175,Museo Comunitario del General Domingo Rubí,Historia,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C.",,Sinaloa,Concordia,NaN,0
1176,Museo de Minería e Historia,Ciencia y tecnología,Ayuntamiento de Cosalá,https://www.sinaloa360.com/museo-mineria-e-historia-cosala/,Sinaloa,Cosalá,4.4,204
1177,Museo Comunitario de Tacuichamona,Arqueología,"DIFOCUR, Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C.",,Sinaloa,Culiacán,NaN,0
1178,Museo Interactivo sobre las Adicciones (MIA),Especializado,Instituto MIA,http://mia.culiacan.gob.mx/,Sinaloa,Culiacán,4.7,1027
1179,Materia. Museo Interactivo del Centro de Ciencias de Sinaloa,,Gobierno del Estado de Sinaloa,http://somosmateria.com/,Sinaloa,Culiacán,4.4,756
1180,Museo de Arte de Sinaloa (MASIN),Arte,Instituto Sinaloense de Cultura,http://www.culturasinaloa.gob.mx/index.php?option=com_content&view=category&id=191&Itemid=261,Sinaloa,Culiacán,4.6,607
1181,Museo Insectaria,Ciencia y tecnología,Ayuntamiento de Culiacán /Restaurante el Miradero,,Sinaloa,Culiacán,4.4,20
1182,Museo El Fuerte Mirador,Historia,Ayuntamiento El Fuerte,https://www.facebook.com/pages/Museo-Fuerte-Mirador/287837457909928,Sinaloa,El Fuerte,4.6,1261
1183,Museo Comunitario de Tehueco,Antropología,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C., /Ayuntamiento de El Fuerte",,Sinaloa,El Fuerte,NaN,0
1184,Museo Comunitario del Ejidatario,Historia,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C., Ayuntamiento de Guasave",,Sinaloa,Guasave,NaN,0
1185,Museo del Mar (Acuario de Mazatlán),Ciencia y tecnología,Ayuntamiento de Mazatlán,http://acuariomazatlan.com/acuario/museo-de-mar/,Sinaloa,Mazatlán,4.9,11
1186,Museo Arqueológico de Mazatlán,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/210-museo-arqueologico-de-mazatlan,Sinaloa,Mazatlán,4.3,311
1187,Museo de Conchas,Ciencia y tecnología,Particular,http://www.seashellcitymuseum.com,Sinaloa,Mazatlán,4.3,1726
1188,Museo de Arte de Mazatlán,Arte,Instituto Sinaloense de Cultura,http://culturasinaloa.gob.mx/index.php?option=com_content&view=article&id=3916&Itemid=262,Sinaloa,Mazatlán,4.5,180
1189,Museo de Historia Regional,Arqueología,Ayuntamiento de Mocorito/Red de museos regionales de Sinaloa,,Sinaloa,Mocorito,4.4,195
1190,Museo Lola Beltrán,Historia,Ayuntamiento de Rosario,https://www.rosario.gob.mx/museos,Sinaloa,Rosario,4.4,288
1191,Museo de Pedro Infante,Historia,Instituto Sinaloense de Cultura/Dirección de Cultura de Salvador Alvarado,,Sinaloa,Salvador Alvarado,4.8,786
1192,Museo del Jaguar,Ciencia y tecnología,Comunidad de Cabazán/Universidad Autónoma de Sinaloa/Ayuntamiento de San Ignacio,,Sinaloa,San Ignacio,NaN,0
1193,Museo Comunitario Profr. Ricardo Vega Noriega,Arte,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C.",,Sinaloa,San Ignacio,NaN,0
1194,Museo de sitio de la Zona Arqueológica de Las Labradas,,Secretaría de Cultura/INAH,,Sinaloa,San Ignacio,4.8,346
1195,Museo Municipal de la Casa de Cultura,Temática no determinada,Municipio de Sinaloa,,Sinaloa,Sinaloa,NaN,0
1196,Museo Costumbrista de Sonora,Antropología,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-costumbrista-de-sonora/,Sonora,Alamos,4.4,32
1197,Museo de los Ópatas ,Historia,Casa de Cultura de Arizpe,,Sonora,Arizpe,4.5,280
1198,Museo Rincón de la Mora,Antropología,Particular,,Sonora,Bácum,NaN,0
1199,Museo Histórico y Etnográfico de Caborca ,Historia,Ayuntamiento de Caborca/Patronato del Museo Histórico y Etnográfico de Caborca,,Sonora,Caborca,4.8,109
1200,Planetario de Cajeme Antonio Sánchez Ibarra,Ciencia y tecnología,"Agrupación Astronómica de Cajeme Choquim, A.C.",,Sonora,Cajeme,4.4,7
1201,Museo Sonora en la Revolución,Historia,Gobierno del Estado de Sonora,http://www.musor.gob.mx/,Sonora,Cajeme,4.7,365
1202,Museo Étnico de los Yaquis,Antropología,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-de-los-yaquis/,Sonora,Cajeme,NaN,0
1203,Museo de la Lucha Obrera,Historia,Instituto Sonorense de Cultura,,Sonora,Cananea,4.5,6
1204,Museo Ferrocarrilero de Empalme (MUFER),Historia,"Amigos del MUFER, A.C.",,Sonora,Empalme,4.5,164
1205,Museo-Casa de la Cultura Leonardo Valdez Esquer,Arte,Particular,,Sonora,Etchojoa,4.8,23
1206,Museo Regional ,Arqueología,Universidad de Sonora,http://www.museoregional.uson.mx/,Sonora,Hermosillo,4.2,193
1207,Museo Regional de Sonora,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/254-museo-regional-de-sonora,Sonora,Hermosillo,4.2,193
1208,La Burbuja Museo del Niño,Ciencia y tecnología,"Patronato Museo del Niño, A.C.",,Sonora,Hermosillo,4.4,760
1209,Museo de Culturas Populares e Indígenas de Sonora,Arte,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-de-culturas-populares-e-indigenas-de-sonora/,Sonora,Hermosillo,4.4,157
1210,Museo de Arte de Sonora (MUSAS),Arte,Instituto Sonorense de Cultura,,Sonora,Hermosillo,4.5,1202
1211,Museo Comcáac,Antropología,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-comcaac/,Sonora,Hermosillo,NaN,0
1212,Museo Centro de Cultura Mayo Blas Mazo de El Júpare ,Antropología,Comunitario independiente,,Sonora,Huatabampo,NaN,0
1213,Museo Casa del General Álvaro Obregón,Historia,Instituto Sonorense de Cultura ,http://www.isc.gob.mx/museoobregon.php,Sonora,Huatabampo,NaN,0
1214,Museo Comunitario Sonorense,Arqueología,Privado,,Sonora,Magdalena,NaN,0
1215,Museo Comunitario de Magdalena de Kino,Historia,Consejo Comunitario Pro investigación y Difusión del Patrimonio Natural y Cultural ,,Sonora,Magdalena,NaN,0
1216,Museo Regional Comunitario Sitio de Naco,Historia,"Anivacachi. Rescate y resguardo de la cultura, historia y tradición del municipio de Naco, A.C.",,Sonora,Naco,5.0,8
1217,Casa Museo Silvestre Rodríguez,Historia,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-silvestre-rodriguez/,Sonora,Nacozari de García,4.3,37
1218,Museo Didáctico Comunitario Hu-Tezzo ,Arqueología,Ayuntamiento de Navojoa,,Sonora,Navojoa,4.8,96
1219,Museo Regional del Mayo Profr. Lombardo Ríos Ramírez,Antropología,Ayuntamiento de Navojoa,,Sonora,Navojoa,4.5,214
1220,Agua Azul Eco-Museo de Sitio Tehuelibampo,Arqueología,Ayuntamiento de Navojoa,,Sonora,Navojoa,4.6,48
1221,Museo de Arte de Nogales,Arte,,,Sonora,Nogales,4.2,53
1222,Museo Costumbrista de Tesopaco,Historia,Ayuntamiento de Rosario,,Sonora,Rosario,NaN,0
1223,Museo de Sitio de la Zona Arqueológica del Cerro de Trincheras,,Secretaría de Cultura/INAH,http://inah.gob.mx/es/red-de-museos/280-zona-arqueologica-trincheras,Sonora,Trincheras,4.9,87
1224,Museo Regional de Historia,Historia,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-regional-de-historia/,Sonora,Ures,4.2,193
1225,Museo de Balancán Dr. José Gómez Panaco,Arqueología,Secretaria de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-balancan-dr-jose-gomez-panaco,Tabasco,Balancán,4.1,29
1226,Museo de la Navegación Lic. Jorge Priego Martínez ,Historia,Ayuntamiento de Centla,,Tabasco,Centla,NaN,0
1227,Museo de Cultura Popular Ángel Enrique Gil Hermida,Arte,Secretaría  de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-cultura-popular-angel-enrique-gil-hermida,Tabasco,Centro,4.6,86
1228,Planetario Tabasco 2000 ,Ciencia y tecnología,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/planetario-tabasco-2000-C,Tabasco,Centro,3.9,60
1229,Museo de Historia Natural José Narciso Rovirosa Andrade,Ciencia y tecnología,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-historia-natural-jose-narciso-rovirosa-andrade,Tabasco,Centro,4.6,383
1230,Museo Interactivo Papagayo,Ciencia y tecnología,Organismo Público Descentralizado,http://www.museopapagayo.com/,Tabasco,Centro,4.3,1249
1231,Casa Museo Carlos Pellicer Cámara,Historia,Secretaría  de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-regional-antropologia-carlos-pellicer-camara,Tabasco,Centro,4.5,159
1232,Parque Museo de La Venta,Arqueología,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/parque-museo-venta,Tabasco,Centro,4.5,8624
1233,Museo Regional de Antropología Carlos Pellicer Cámara,Arqueología,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-regional-antropologia-carlos-pellicer-camara,Tabasco,Centro,4.6,685
1234,Museo de Historia de Tabasco Casa de los Azulejos,Historia,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-historia-tabasco-casa-azulejos,Tabasco,Centro,4.4,729
1235,Museo de Sitio de Comalcalco,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/259-museo-de-sitio-de-comalcalco,Tabasco,Comalcalco,4.6,1640
1236,DRUPA. Museo Interactivo del Chocolate,Especializado,Particular,,Tabasco,Cunduacán,4.7,96
1237,Museo de la Ciudad Arq. Ventura Marín Azcuaga,Arqueología,Ayuntamiento de Emiliano Zapata,,Tabasco,Emiliano Zapata,4.6,7
1238,Museo de Sitio de La Venta,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/262-museo-de-sitio-de-la-venta,Tabasco,Huimanguillo,4.3,798
1239,Museo del Dulce,,Ayuntamiento de Jalapa,,Tabasco,Jalapa,5.0,4
1240,Casa Museo Coronel Gregorio Méndez Magaña,Historia,Ayuntamiento de Jalpa ,,Tabasco,Jalpa de Méndez,4.2,69
1241,Museo Arqueológico Prof. Omar Huerta Escalante,Arqueología,Secretaría de Cultura del Estado de Tabasco,,Tabasco,Jonuta,4.6,12
1242,Museo de la Sierra (Ex Convento de Oxolotán),Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/260-ex-convento-de-oxolotan,Tabasco,Tacotalpa,4.6,169
1243,Museo de Teapa José Natividad Correa Toca,Arqueología,Secretaría de Cultura del Estado de Tabasco,,Tabasco,Teapa,NaN,0
1244,Museo de Historia de Tenosique,Arqueología,DECUR Municipal,,Tabasco,Tenosique,NaN,0
1245,Museo de Sitio de Pomoná,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/261-museo-de-sitio-de-pomona,Tabasco,Tenosique,4.6,38
1246,Museo Regional de Antropología e Historia de Aldama,Historia,Ayuntamiento de Aldama,,Tamaulipas,Aldama,NaN,0
1247,Museo de Antropología e Historia Profr. Policarpo Castillo Almazán,Temática no determinada,,,Tamaulipas,Antiguo Morelos,NaN,0
1248,Museo y Archivo Histórico Municipal,,Ayuntamiento de Camargo,,Tamaulipas,Camargo,NaN,0
1249,Museo Municipal de Historia y Arqueología Profr. Ángel Pérez Sánchez,Historia,"Sociedad Regional de Historia y Arqueología, A.C.",,Tamaulipas,González,NaN,0
1250,Museo Trazos Regionales,Temática no determinada,Municipal,,Tamaulipas,Guerrero,4.3,18
1251,Museo Colonial del Conde de Sierra Gorda,Temática no determinada,Ayuntamiento de Jiménez,,Tamaulipas,Jiménez,NaN,0
1252,Museo Profra. Adela Piña Galván,Arqueología,"Patronato Histórico y Arqueológico Janambres, A.C.",,Tamaulipas,El Mante,NaN,0
1253,Museo del Ferrocarril Estación Heroica Matamoros,Historia,Centro Cultural Binacional,,Tamaulipas,Matamoros,4.4,160
1254,Museo Casamata de Historia Regional,Historia,Instituto Matamorense para la Cultura y Las Artes,http://museocasamata.enteratenorte.com/inicio.htm,Tamaulipas,Matamoros,4.7,316
1255,Museo de Arte Contemporáneo de Tamaulipas,Arte,Instituto Tamaulipeco para la Cultura y las Artes, https://www.tamaulipas.gob.mx/cultura ,Tamaulipas,Matamoros,4.6,239
1256,Museo Rigo Tovar,Historia,Instituto Matamorense para la Cultura y las Artes ,,Tamaulipas,Matamoros,4.4,146
1257,Museo del Agrarismo Mexicano,Historia,Instituto Matamorense para la Cultura y las Artes  (IMACULTA),,Tamaulipas,Matamoros,4.5,104
1258,Museo de la Batalla de Mier de 1842 o de los Frijoles Pintos,Historia,Ayuntamiento de Mier,,Tamaulipas,Mier,5.0,2
1259,Museo del Río Centro Cultural,Antropología,"Fundación Histórico Cultural San Pedro de Roma, A.C.",,Tamaulipas,Miguel Alemán,NaN,0
1260,Museo de Historia Natural,Ciencia y tecnología,Ayuntamiento de Nuevo Laredo/Centro Cultural ,,Tamaulipas,Nuevo Laredo,4.5,630
1261,Museo Reyes Meza,Arte,Ayuntamiento de Nuevo Laredo/Centro Cultural de Nuevo Laredo,https://centrocultural.nld.gob.mx/#/servicios/contenido,Tamaulipas,Nuevo Laredo,4.5,109
1262,Museo Profr. Rufino Muñiz Torres,Arqueología,Ayuntamiento de Ocampo,,Tamaulipas,Ocampo,4.8,5
1263,Museo Histórico Reynosa,Historia,Ayuntamiento de Reynosa,,Tamaulipas,Reynosa,4.2,85
1264,Museo del Automóvil y del Transporte,Especializado,,,Tamaulipas,Tampico,NaN,0
1265,Barco Museo del Niño ,,Gobierno del Estado de Tamaulipas,,Tamaulipas,Tampico,4.5,1101
1266,Museo de la Cultura Huasteca,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/211-museo-de-la-cultura-huasteca,Tamaulipas,Tampico,4.6,305
1267,Museo de Historia Natural de Tamaulipas (Tamux),Ciencia y tecnología,Instituto Tamaulipeco para la Cultura y las Artes,,Tamaulipas,Victoria,4.5,630
1268,Museo Regional de Historia de Tamaulipas,Antropología,Instituto Tamaulipeco para la Cultura y las Artes,,Tamaulipas,Victoria,4.5,339
